date,FU736000105.Q,FU735013005.Q,FU734090005.Q,FU733091003.Q,FU733030005.Q,FU732051003.Q,FU734022605.Q,FU733061103.Q,FU733061703.Q,FU733063003.Q,FU733069005.Q,FU733092305.Q,FU733092103.Q,FU733094635.Q,FU733040005.Q,FU733090005.Q,FU733094735.Q,FU733093005.Q,FU734194005.Q,FU734190005.Q,FU732151003.Q,FU734122005.Q,FU733169103.Q,FU733163005.Q,FU733192305.Q,FU733178013.Q,FU733190005.Q,FU733194735.Q,FU733193005.Q,FU733181105.Q,FU733164105.Q,FU733192103.Q,FU737005005.Q
1985:Q4,1572,3863,11492,2569,-2500,0,1610,129,354,1127,-373,0,0,4608,0,5578,5136,442,9330,5236,0,6898,823,6075,0,0,-1662,-391,-1271,4094,4094,0,-4453
1986:Q1,1253,3869,8976,-4810,3591,0,-910,-73,-200,-637,-127,0,0,7707,0,3525,-2950,6475,7508,10264,0,-4620,-8019,3399,0,0,14884,417,14467,-2756,-2756,0,-4084
1986:Q2,1311,3731,5252,1284,-513,0,-763,-61,-168,-534,247,0,0,1920,0,3077,284,2793,5480,5436,0,8122,3078,5044,0,0,-2686,103,-2789,44,0,44,-2192
1986:Q3,1116,3684,8878,1577,-1192,0,339,27,75,237,555,0,0,4042,0,3557,3562,-5,5402,5402,0,5239,-256,5495,0,0,163,17,146,0,0,0,-6044
1986:Q4,1307,3737,9155,1874,-1572,0,-466,-37,-103,-326,1023,0,0,5082,0,3214,4184,-970,5969,5971,0,5062,5599,-537,0,0,909,666,243,-2,0,-2,-5616
1987:Q1,1925,3692,12773,3067,-722,0,714,57,157,500,605,0,0,4911,0,4198,3069,1129,8756,8757,0,8429,3897,4532,0,0,328,-127,455,-1,0,-1,-5784
1987:Q2,2009,3774,5473,-3541,2505,0,498,40,110,348,105,0,0,-11202,0,17108,1599,15509,2393,2393,0,2785,-815,3600,0,0,-392,-553,161,0,0,0,-4845
1987:Q3,1993,3907,11766,3993,-1295,0,2,0,0,2,-475,0,0,5652,0,3889,2549,1340,6591,6590,0,5833,3055,2778,0,0,757,747,10,1,0,1,-7090
1987:Q4,2104,3960,-2314,-6104,147,0,223,18,49,156,506,0,0,1852,0,1062,1835,-773,-1860,-1894,0,-3007,-4427,1420,0,0,1113,813,300,34,0,34,-1402
1988:Q1,2314,3922,1284,1443,-901,0,-1002,-80,-220,-702,1728,0,0,-591,0,607,603,4,1634,1634,0,2102,744,1358,0,0,-468,-552,84,0,0,0,-1257
1988:Q2,2455,4039,10016,2445,-989,0,-118,-10,-26,-82,-343,0,0,7670,0,1351,1633,-282,3253,3252,0,132,-689,821,0,0,3120,2374,746,1,0,1,-8346
1988:Q3,2393,4076,8297,2018,-479,0,219,18,48,153,-45,0,0,6089,0,495,703,-208,2964,2939,0,915,2346,-1431,45,0,1979,1982,-3,25,0,25,-7016
1988:Q4,2831,4157,1985,-2927,-249,0,1046,83,230,733,-1567,0,0,3802,0,1880,1833,47,-2497,-2477,0,-3613,-3016,-597,0,0,1136,918,218,-20,0,-20,-5808
1989:Q1,2459,4188,11152,4573,832,0,-55,-4,-12,-39,1440,0,0,5729,0,-1367,-1874,507,7347,7347,0,7889,6514,1375,0,0,-542,-710,168,0,0,0,-5535
1989:Q2,2484,4263,4675,-3896,880,0,-100,-8,-22,-70,-694,0,0,4505,0,3980,3705,275,-463,-462,0,-442,-999,557,0,0,-20,-376,356,-1,0,-1,-6917
1989:Q3,2392,4423,1616,-2992,2056,0,-387,-31,-85,-271,2067,0,0,-603,0,1475,1779,-304,2762,2762,0,3623,2011,1612,0,0,-861,-587,-274,0,0,0,-885
1989:Q4,2738,4417,2654,-1697,316,0,1764,141,388,1235,-1295,0,0,-1003,0,4569,3130,1439,-340,-305,0,-160,640,-800,0,0,-145,-546,401,-35,0,-35,-4673
1990:Q1,2116,4141,1792,243,-878,0,839,67,185,587,504,0,0,4735,0,-3651,-3736,85,466,-1491,0,-2107,-516,-1591,0,0,616,386,230,1957,1936,21,-3351
1990:Q2,2122,4117,-5431,-1530,1321,0,-2094,-167,-461,-1466,-283,0,0,3743,0,-6588,-6660,72,-8745,-10682,0,-10727,-8519,-2208,0,0,45,-109,154,1937,1936,1,-5309
1990:Q3,2140,4147,-3209,-1167,-72,334,-538,-22,-49,-467,-1372,0,0,1483,0,-1877,8293,-10170,-6792,-8731,156,-12876,-7213,-5663,0,0,3989,904,3085,1939,1936,3,-5591
1990:Q4,2281,4097,-11509,2538,-4494,111,-532,-173,-568,209,946,0,0,-2497,0,-7581,-7235,-346,-10831,-11981,44,-10494,-8226,-2268,0,0,-1531,-592,-939,1150,1061,89,-1139
1991:Q1,2555,3825,-1103,-20,-1089,238,-250,-29,142,-363,-904,0,0,3048,0,-2126,-1619,-507,-1105,-5148,-153,-4115,-5398,1283,87,0,-967,-83,-884,4043,4042,1,-1272
1991:Q2,2805,3785,2193,1511,-1295,1027,-77,386,442,-905,-1071,0,0,2233,0,-135,-750,615,1188,-2826,-3,-3228,-2818,-410,14,0,391,271,120,4014,4013,1,-1985
1991:Q3,3035,3703,-244,-728,-34,162,522,642,-247,127,-268,0,0,2760,0,-2658,-2204,-454,-477,-3138,-7,-2069,-1405,-664,-7,0,-1055,-1034,-21,2661,2655,6,-902
1991:Q4,3244,3670,3446,2729,-3290,-448,177,-506,656,27,121,0,0,2459,0,1698,1326,372,3682,-304,4,266,-518,784,0,0,-574,-636,62,3986,4028,-42,-190
1992:Q1,3178,3871,9765,4319,18933,-737,1933,2964,-650,-381,-227,0,0,5820,0,-20276,-20137,-139,6785,2312,-3,2895,219,2676,-5,0,-575,-323,-252,4473,4479,-6,-3674
1992:Q2,3282,3974,6366,-3784,61,900,-29,-38,-174,183,-374,0,0,10028,0,-436,-1814,1378,-780,-4223,7,-4228,-897,-3331,0,0,-2,408,-410,3443,3443,0,-7838
1992:Q3,3314,4049,12034,-1852,228,-141,2889,1635,733,521,1470,0,0,7338,0,2102,2299,-197,9385,5174,97,1795,213,1582,-5,0,3287,382,2905,4211,4213,-2,-3384
1992:Q4,3381,4168,6746,-3473,318,-144,505,648,-124,-19,-522,0,0,7704,0,2358,2367,-9,3498,-279,-38,-1086,-2529,1443,-8,0,853,680,173,3777,3768,9,-4035
1993:Q1,3126,3661,14228,5828,1036,-467,-680,-659,35,-56,-392,0,0,10002,0,-1099,-1801,702,7468,5201,-11,5176,1449,3727,0,0,36,-608,644,2267,2265,2,-7295
1993:Q2,3250,3724,9489,-5887,49,147,1515,388,227,900,470,0,0,9345,0,3850,2942,908,2497,864,160,1776,1013,763,-7,0,-1065,-1463,398,1633,1633,0,-7466
1993:Q3,3311,3767,9102,1697,814,-628,714,-274,45,943,-462,0,0,7687,0,-720,-152,-568,1801,1046,-129,1418,582,836,-10,0,-233,-842,609,755,753,2,-7758
1993:Q4,3408,3907,14481,-1649,-901,450,561,-219,673,107,-1481,0,0,11747,0,5754,5619,135,2938,2192,-102,4182,2470,1712,-53,0,-1835,-310,-1525,746,772,-26,-12043
1994:Q1,3127,3619,3762,759,663,-355,997,550,267,180,-193,0,0,2288,0,-397,-626,229,1443,1715,102,501,1615,-1114,-3,0,1115,1267,-152,-272,-273,1,-2811
1994:Q2,3184,3704,8753,5793,53,296,-635,-1097,353,109,474,0,0,6213,0,-3441,-2785,-656,1777,2349,-103,3231,1095,2136,-1,0,-778,-651,-127,-572,-572,0,-7496
1994:Q3,3383,3759,9381,-3195,507,-91,816,5,492,319,-155,0,0,7708,0,3791,3470,321,872,2727,75,3617,2284,1333,0,0,-965,-742,-223,-1855,-1861,6,-8886
1994:Q4,3387,3888,10270,1984,96,375,-375,-256,630,-749,-196,0,0,2234,0,6152,5630,522,6165,8443,-33,8741,1004,7737,4,0,-269,-1415,1146,-2278,-2371,93,-4605
1995:Q1,3491,3926,17176,1196,498,-305,-1021,-638,-758,375,647,0,0,14320,0,1841,1754,87,4147,4808,72,5135,496,4639,1,0,-400,-358,-42,-661,-664,3,-13464
1995:Q2,3459,3995,15386,-411,-1155,188,1507,1698,-210,19,-277,0,0,10140,0,5394,5178,216,2986,4963,1903,4537,-103,4640,-1,0,-1476,-1302,-174,-1977,-1984,7,-12937
1995:Q3,3515,4042,15268,3581,911,-442,-2095,-2643,257,291,-307,0,0,11095,0,2525,2894,-369,4069,6573,-1966,5558,2472,3086,-3,0,2984,2265,719,-2504,-2510,6,-11726
1995:Q4,3354,4102,7955,-1640,-298,334,815,375,541,-101,351,0,0,2492,0,5901,4458,1443,-2769,-729,186,-594,-3701,3107,0,0,-321,-883,562,-2040,-2011,-29,-11473
1996:Q1,2321,4149,7725,632,572,-271,-893,-622,71,-342,-376,0,0,7068,0,993,1103,-110,1802,5251,-122,5916,1880,4036,0,0,-543,-494,-49,-3449,-3456,7,-7752
1996:Q2,2059,4251,14059,-2502,931,34,1270,-30,78,1222,89,0,0,10769,0,3468,2955,513,857,4334,1,4012,2529,1483,30,0,291,-22,313,-3477,-3508,31,-15395
1996:Q3,2085,4385,5103,1012,875,-233,1115,554,-108,669,152,0,0,5569,0,-3387,-3114,-273,-5221,709,-78,-903,-2849,1946,0,0,1690,1024,666,-5930,-6019,89,-12625
1996:Q4,2286,4547,21539,4779,3350,610,2203,710,194,1299,343,0,0,6214,0,4040,2482,1558,9415,13953,693,-530,-3932,3402,0,0,13790,11401,2389,-4538,-4511,-27,-14385
1997:Q1,2762,4279,7174,-5710,-3927,-393,960,-457,-386,1803,-403,0,0,12329,0,4318,4246,72,-6406,7025,-184,93,1457,-1364,5,0,7111,8086,-975,-13431,-13353,-78,-15097
1997:Q2,2897,4366,23643,3636,-978,48,1362,-688,684,1366,-9,0,0,15416,0,4168,3256,912,4684,13244,-95,8094,1740,6354,0,0,5245,4843,402,-8560,-8578,18,-20428
1997:Q3,3066,4576,17547,1840,-1032,87,-981,-217,-876,112,-266,0,0,12112,0,5787,6257,-470,3780,9313,111,6299,605,5694,1,0,2902,2216,686,-5533,-5581,48,-15278
1997:Q4,3255,4631,16742,-208,-3105,840,4193,1298,1153,1742,652,0,0,2688,0,11682,9862,1820,6750,10196,743,4731,3067,1664,15,0,4707,3615,1092,-3446,-3394,-52,-11368
1998:Q1,5309,4689,32845,-560,4006,-1057,3662,-1757,3150,2269,178,0,0,14414,0,12202,10928,1274,15320,18094,61,12542,4217,8325,-6,0,5497,5371,126,-2774,-2967,193,-16906
1998:Q2,5337,4857,30113,-1033,2377,3947,-4213,-584,-2861,-768,-255,0,0,15335,0,13955,12401,1554,12587,16755,3658,12019,6175,5844,-3,0,1081,1224,-143,-4168,-4142,-26,-17047
1998:Q3,5180,4942,15409,-2074,-1580,-4087,1553,-717,635,1635,12,0,0,10536,0,11049,9659,1390,6818,9756,-290,8372,1964,6408,6,0,1668,963,705,-2938,-2926,-12,-8353
1998:Q4,5254,5091,39693,2937,1420,5553,-3716,-56,213,-3873,1795,0,0,33702,0,-1998,-4337,2339,1888,7047,1385,2096,-4544,6640,15,0,3551,1313,2238,-5159,-5007,-152,-37642
1999:Q1,8984,4814,15320,-3241,5332,-1724,-965,236,-535,-666,-526,0,0,10542,0,5902,7491,-1589,5415,9864,-1769,10430,1010,9420,12,0,1191,2757,-1566,-4449,-4106,-343,-5735
1999:Q2,8754,4980,14456,-2230,1986,324,-537,10,-2000,1453,616,0,0,712,0,13585,7729,5856,15411,12389,157,6986,2432,4554,12,0,5234,3216,2018,3022,179,2843,4729
1999:Q3,11332,5132,5342,860,9545,838,-405,-278,-171,44,-2699,0,0,4981,0,-7778,-7306,-472,853,7173,557,4684,-3294,7978,-2,0,1934,1723,211,-6320,-7073,753,1712
1999:Q4,11276,5193,26982,14208,-4561,1606,9567,7965,1374,228,1041,0,0,13493,0,-8372,-10138,1766,22037,25750,2268,11613,8932,2681,16,0,11853,3479,8374,-3713,-2798,-915,1139
2000:Q1,14244,4522,3472,-9384,396,-2121,-9841,-7926,-590,-1325,-716,0,0,18389,0,6749,3863,2886,-13910,-6970,-1913,8158,-3725,11883,-4,0,-13211,-3757,-9454,-6940,-7062,122,-7660
2000:Q2,14326,4688,18826,-1273,7178,-519,-1282,151,227,-1660,2136,0,0,10449,0,2137,1061,1076,7395,12084,-54,9335,1676,7659,3,0,2800,1176,1624,-4689,-4529,-160,-1793
2000:Q3,14329,4752,40319,4511,3056,-94,597,28,112,457,-2248,0,0,26624,0,7873,6687,1186,15079,16650,-203,-28157,1689,-29846,1,0,45009,43982,1027,-1571,-1682,111,-15663
2000:Q4,14628,4809,34900,4542,3415,1830,-713,-266,-280,-167,-118,0,0,18434,0,7510,6903,607,8017,11586,664,7470,1580,5890,-2,0,3454,3390,64,-3569,-3267,-302,-17064
2001:Q1,14705,4524,57491,5184,-11330,-931,750,-3,462,291,1076,0,0,38752,0,23990,18557,5433,22012,24832,-204,23457,7636,15821,-4,0,1583,2676,-1093,-2820,-2888,68,-25299
2001:Q2,14947,4444,25018,5700,-3606,-20,-651,97,-198,-550,-73,0,0,18862,0,4806,6062,-1256,3124,6910,99,-12574,-702,-11872,-10,0,19395,18082,1313,-3786,-3334,-452,-11391
2001:Q3,16856,4385,33999,-4700,6559,195,-334,-86,-72,-176,-21,0,0,24488,0,7812,4658,3154,8304,14480,378,1919,-250,2169,-1,0,12184,11646,538,-6176,-5628,-548,-13224
2001:Q4,17664,4223,-9045,2659,-960,899,4093,358,1219,2516,-691,0,0,5371,0,-20416,-19557,-859,-9458,-5346,-1239,-6725,-11796,5071,8,0,2610,878,1732,-4112,-3456,-656,13028
2002:Q1,16279,5206,15840,589,2263,-2184,2841,76,3997,-1232,138,0,0,6848,0,5345,2020,3325,8231,9213,35,-6479,5854,-12333,-3,0,15660,15791,-131,-982,-1144,162,3464
2002:Q2,17329,5179,16328,-1763,3946,1320,531,460,1317,-1246,3,0,0,18547,0,-6256,-8726,2470,-8152,-1839,1346,-1130,-13018,11888,-6,0,-2049,-3870,1821,-6313,-5691,-622,-12330
2002:Q3,18826,5201,17835,-4206,3328,-1205,-437,-327,-582,472,38,0,0,15410,0,4907,2465,2442,112,6244,-949,4325,3146,1179,-12,0,2880,1753,1127,-6132,-6297,165,-4098
2002:Q4,17331,5053,36388,6745,-1956,1414,-768,-122,-185,-461,745,0,0,23672,0,6536,3792,2744,17164,18715,1315,14867,1720,13147,2,0,2531,-3292,5823,-1551,-2053,502,-6946
2003:Q1,18302,4646,39238,-9560,12873,1147,5463,-133,823,4773,-262,0,0,17004,0,12573,9085,3488,16509,18521,6144,14916,-3756,18672,-2,0,-2537,-609,-1928,-2012,-1835,-177,-9073
2003:Q2,18183,4737,51322,4593,-3883,1113,5864,1201,-609,5272,4053,0,0,25423,0,14159,13836,323,23486,23558,3716,18872,-4974,23846,84,0,886,3087,-2201,-72,-121,49,-14390
2003:Q3,17313,4893,6847,-1409,-1589,-1094,-6891,641,1263,-8795,183,0,0,8664,0,8983,4040,4943,-1080,631,-7688,4709,1317,3392,31,0,3579,-3795,7374,-1711,-2296,585,4493
2003:Q4,17157,4969,32728,1974,9904,-620,-756,-265,-563,72,1010,0,0,13103,0,8113,7010,1103,13587,19156,-715,16353,1380,14973,-5,0,3523,5037,-1514,-5569,-5377,-192,-6954
2004:Q1,13217,4253,71873,4811,13060,3566,22,-582,889,-285,242,0,0,42048,0,8124,5515,2609,36790,35656,2684,27359,14811,12548,-1,0,5614,4299,1315,1134,-1395,2529,-26119
2004:Q2,14461,4348,26899,-3692,210,-7755,182,262,374,-454,-711,0,0,39464,0,-799,-2598,1799,-4077,-3986,-7522,-10349,-5379,-4970,-6,0,13891,13402,489,-91,-2602,2511,-20864
2004:Q3,15256,4512,113815,-5170,20966,996,332,-861,1449,-256,411,0,0,94632,0,1648,3727,-2079,42717,26890,816,21902,371,21531,-30,0,4202,4020,182,15827,15611,216,-60353
2004:Q4,16729,4614,49629,3006,-3932,-736,1939,422,-812,2329,-2429,0,0,45188,0,6593,5028,1565,3224,3432,-1134,-3096,1031,-4127,2,0,7660,10661,-3001,-208,28,-236,-34290
2005:Q1,22520,4118,14005,13895,-11409,7456,-1190,-398,45,-837,-1214,0,0,18137,0,-11670,-13160,1490,18682,25805,7034,8778,6698,2080,-19,0,10012,9666,346,-7123,-7342,219,23079
2005:Q2,21818,4236,58093,4277,2736,495,8628,793,-777,8612,-667,0,0,28323,0,14301,12447,1854,28267,27348,2193,12057,-1895,13952,572,0,12526,10863,1663,919,613,306,-12244
2005:Q3,25723,4320,18576,-4391,2240,1097,-11694,29,-1284,-10439,280,0,0,9645,0,21399,17785,3614,2738,11434,452,10029,5392,4637,-57,0,1010,-1227,2237,-8696,-8608,-88,5564
2005:Q4,20550,4361,44126,3999,-6093,-2607,-2724,-1289,-350,-1085,4350,0,0,33637,0,13564,10483,3081,9402,15106,-3471,10366,-6164,16530,596,0,7615,6544,1071,-5704,-4727,-977,-18536
2006:Q1,18528,4032,31003,5535,287,2093,2109,1554,746,-191,-441,0,0,15845,0,5575,3521,2054,14732,21638,1465,16497,1569,14928,-59,0,3735,2495,1240,-6906,-6347,-559,-1775
2006:Q2,21704,4108,77690,4345,6170,304,2041,14,1373,654,-3255,0,0,52840,-719,15964,13845,2119,31092,38041,27,41843,15686,26157,27,0,-3856,-4760,904,-6949,-7076,127,-29002
2006:Q3,20121,4194,57753,4032,190,2736,1517,-366,-571,2454,89,0,0,43407,323,5459,7878,-2419,16479,21432,2402,11437,740,10697,-12,0,7605,7443,162,-4953,-4138,-815,-25346
2006:Q4,17105,4277,91086,-1882,8781,-3982,1146,243,-1385,2288,965,0,0,57407,39,28612,24907,3705,42748,45612,-2779,30404,6592,23812,32,0,17955,12541,5414,-2864,-2278,-586,-35510
2007:Q1,14722,5515,5488,2167,2165,502,-2516,-1800,1416,-2132,-1659,0,0,4316,-31,544,-8126,8670,-2682,9303,356,18724,4289,14435,69,0,-9846,-6894,-2952,-11985,-12035,50,1038
2007:Q2,18613,5596,57343,8960,675,-1907,-1506,82,-972,-616,219,0,0,22021,468,28413,28386,27,38548,49269,-1805,41359,4326,37033,430,0,9285,7209,2076,-10721,-9987,-734,-5778
2007:Q3,19808,5687,86164,18303,-5390,-1338,4985,-127,1150,3962,439,0,0,54576,4176,10413,16609,-6196,43709,51528,-1159,32113,11796,20317,19,0,20555,18403,2152,-7819,-8006,187,-28334
2007:Q4,14464,5795,43635,11198,-16059,23,21528,6456,-3007,18079,1704,0,0,11341,677,13223,15376,-2153,64280,62512,90,27808,14571,13237,-189,0,34803,34918,-115,1768,1996,-228,29314
2008:Q1,34834,7217,61937,13291,-4634,-1835,1437,-753,3126,-936,-395,0,0,16561,-287,37799,28307,9492,84974,29778,-2014,27037,-950,27987,-29,0,4784,9058,-4274,55196,51191,4005,50654
2008:Q2,31094,7282,132948,29631,32056,445,23188,5536,15413,2239,1164,0,0,-8082,-3443,57989,52873,5116,175661,117592,272,49291,14560,34731,-65,0,68094,60194,7900,58069,55886,2183,66524
2008:Q3,38319,7291,-68156,-33026,-297,-526,-8386,1836,-11770,1548,-686,0,0,-11716,557,-14076,-4154,-9922,-21972,-46176,-1081,-36185,-14471,-21714,2,0,-8912,-3779,-5133,24204,23858,346,77212
2008:Q4,11449,7024,145637,55044,-9218,-4757,-4454,-10669,9266,-3051,1882,0,0,-2218,2012,107346,103461,3885,259224,66865,-4199,-34882,-38146,3264,12,0,105934,101636,4298,192359,190492,1867,118013
2009:Q1,44287,7369,59022,-18868,62957,290,-20641,-2592,-9837,-8212,-1417,1576,1456,125140,1685,-93156,-92069,-1087,20687,-35458,-17,50658,-22779,73437,1028,0,-87127,-81715,-5412,56145,54394,1751,-1416
2009:Q2,36890,7261,-2086,14236,-9412,5900,4688,6515,720,-2547,-771,1003,1594,15287,-344,-34267,-34871,604,7886,6780,117,1141,-4268,5409,1680,0,3842,1270,2572,1106,1313,-207,39601
2009:Q3,35575,7269,18141,20352,-15678,5167,721,-2884,-35,3640,284,884,3004,55073,774,-52440,-50188,-2252,49890,28746,-192,6884,3734,3150,-2182,0,24236,28294,-4058,21144,20921,223,60055
2009:Q4,43848,7419,-44724,-11299,-39226,8661,1494,1650,1974,-2130,-1590,646,2337,-7169,-52,1474,-13814,15288,-60496,-52322,-68,-27952,5172,-33124,96,0,-24398,-37147,12749,-8174,-8012,-162,20657
2010:Q1,51139,6666,-19031,1446,21576,4199,781,-25,-1772,2578,2394,-1179,2882,4697,683,-56510,-51698,-4812,-28242,-21778,449,-10010,13187,-23197,-40,0,-12177,-7809,-4368,-6464,285,-6749,35263
2010:Q2,50134,6695,41880,-10532,13357,7345,-17531,-782,-457,-16292,1408,-859,3889,50720,2312,-8229,-6511,-1718,-12491,-22610,262,-48221,-10252,-37969,131,0,25218,26416,-1198,10119,6990,3129,-10933
2010:Q3,51371,6839,78754,8599,-43,9329,45088,12225,8015,24848,78,-255,4421,-10441,343,21635,24513,-2878,102498,91258,1060,74585,665,73920,1257,0,14356,8154,6202,11240,11708,-468,68276
2010:Q4,53067,6970,-86626,7876,2118,-19362,-10438,2436,-9049,-3825,836,-93,-151,-23909,415,-43918,-46903,2985,-60338,-59097,-1529,-23841,381,-24222,-215,0,-33512,-29741,-3771,-1241,1181,-2422,72385
2011:Q1,43401,7534,52423,-8113,10401,8951,-332,-3567,1153,2082,8013,3,3005,14579,44,15872,6225,9647,28851,26061,323,6391,8884,-2493,-415,0,19762,14627,5135,2790,3572,-782,12295
2011:Q2,42683,7779,43761,-14062,21750,3039,2270,-7142,9298,114,-2686,-245,3222,27610,-125,2988,-1904,4892,4848,10444,195,45823,3307,42516,-69,0,-35505,-38069,2564,-5596,-5594,-2,-4010
2011:Q3,47110,8135,51831,7960,-2409,-9069,4601,11443,11786,-18628,607,-915,2480,69875,1468,-22767,-13766,-9001,-22688,-28582,-125,-21807,-5237,-16570,738,0,-7388,-8066,678,5894,5107,787,-35543
2011:Q4,41894,8383,-66563,-23476,13829,-2241,-7504,6414,-10172,-3746,-2355,-204,-2483,-48787,1060,5598,8424,-2826,-64851,-65222,28,-19940,4155,-24095,8,0,-45318,-48729,3411,371,-288,659,35224
2012:Q1,37317,8752,15098,-20620,23189,-50508,-1794,3060,-3422,-1432,19792,892,3143,32988,6134,1882,22303,-20421,-25903,-29976,-78,36221,-4044,40265,-236,0,-65883,-45992,-19891,4073,3001,1072,-12436
2012:Q2,36186,8979,-37920,-17489,32062,31,-37264,-24778,-16630,4144,-23,-486,1235,50164,1066,-67216,-33974,-33242,-94330,-90542,-86,-79932,-164,-79768,-109,0,-10415,-2571,-7844,-3788,-3688,-100,-29203
2012:Q3,39455,8968,191887,-4677,-1398,160,6129,3504,738,1887,54856,23,2071,164926,1451,-31654,96841,-128495,277102,268776,119,214379,29945,184434,-503,0,54781,145468,-90687,8326,9118,-792,115702
2012:Q4,33894,9128,39289,-33164,11921,618,-402,-1579,2235,-1058,-3447,17,418,-16130,-1326,80784,82695,-1911,21965,29432,-5,-14944,2378,-17322,39,0,44342,47742,-3400,-7467,-8069,602,7443
2013:Q1,37069,8061,80077,20866,-2744,-482,3412,1216,2848,-652,654,-1816,7121,7734,1238,44094,44643,-549,48470,50686,-18,-5943,1307,-7250,13,0,56634,62832,-6198,-2216,-1760,-456,-2600
2013:Q2,26563,7953,-33257,-28543,-450,-2992,12495,9258,-245,3482,4747,-108,1615,-15627,287,-4681,-3282,-1399,-43412,-37316,-1,-35225,-7176,-28049,216,0,-2306,-3598,1292,-6096,-5336,-760,8456
2013:Q3,29798,8109,11063,10622,16899,2698,2469,-1390,4088,-229,-10220,-1212,3944,7368,1129,-22634,-41110,18476,-6858,396,0,-8647,-1192,-7455,-107,0,9150,4276,4874,-7254,-6880,-374,3768
2013:Q4,30656,8291,35308,-27574,35393,-2072,3410,-83,2741,752,-13417,-752,2506,31606,2403,3805,3437,368,24252,27252,0,40307,-12823,53130,-103,0,-12952,-12856,-96,-3000,-3071,71,11309
2014:Q1,31641,7502,39274,-350,9400,-173,-5268,-411,-2379,-2478,-2663,2882,282,42788,1183,-8807,-4017,-4790,-630,-1598,-5,1226,-6877,8103,351,0,-3170,2130,-5300,968,-670,1638,-15765
2014:Q2,36107,7685,53531,-3068,1419,1829,6009,4876,1829,-696,-8913,802,1822,16784,1313,35534,36842,-1308,13185,6265,0,1154,1633,-479,-404,0,5515,168,5347,6920,7645,-725,-11924
2014:Q3,20151,7872,-16147,20244,-8182,-1657,5490,1070,-67,4487,-280,1303,2728,6260,1201,-43254,-23609,-19645,-37350,-37040,0,-9708,-9425,-283,-70,0,-27262,-23291,-3971,-310,-333,23,-8924
2014:Q4,35534,7906,13747,-12581,38319,-4989,-8889,-8904,-235,250,979,510,3021,16590,1333,-20546,-13884,-6662,-14227,-6746,0,-2878,-4920,2042,3,0,-3871,-8300,4429,-7481,-6973,-508,-346
2015:Q1,32386,7326,-31598,-2425,-22441,3036,-6536,-3658,2460,-5338,-2486,-286,6650,-19362,1050,11202,17020,-5818,-6900,-19189,17,-7953,-6998,-955,16,0,-11269,-4006,-7263,12289,12244,45,49758
2015:Q2,33654,7361,44893,-7245,-18798,2296,2858,-964,-575,4397,-7228,-949,3082,47151,1000,22726,35825,-13099,-12547,-13172,22,5644,-13691,19335,-63,0,-18775,-21132,2357,625,503,122,-31146
2015:Q3,31317,7425,-21772,-2540,-10688,-3717,4088,3756,372,-40,-17426,-2095,6727,53513,1000,-50634,-43224,-7410,-84538,-73293,25,-28405,-40265,11860,8053,0,-52966,-43373,-9593,-11245,-12600,1355,-38874
2015:Q4,33132,7485,-17476,-1266,7776,-1854,-4683,465,-2830,-2318,-1709,254,1858,-8831,1000,-10021,-2520,-7501,-15038,-12592,6,-15611,-539,-15072,2953,0,60,201,-141,-2446,-6599,4153,28085
2016:Q1,26202,7929,68560,6791,-10062,858,-3981,-441,-2336,-1204,-541,58,5475,46702,1000,22260,19557,2703,25505,30913,-15,34533,-76,34609,1115,0,-4720,5970,-10690,-5408,-3962,-1446,-24782
2016:Q2,35336,8033,64439,9380,16184,236,1154,-1145,1055,1244,-1154,-313,2603,49209,1000,-13860,-12237,-1623,12705,20263,-7,22917,-984,23901,40,0,-2687,-6641,3954,-7558,-6005,-1553,-24431
2016:Q3,32270,8182,220099,4001,1091,-912,-915,-1210,-705,1000,2475,97,6129,61955,1000,145178,142906,2272,173300,140292,3,136265,-1765,138030,110774,0,-106750,3622,-110372,33008,-11181,44189,-22711
2016:Q4,34800,8330,-67560,-35560,10945,-209,6530,2410,3246,874,-1864,304,6807,-43985,1000,-11528,-7233,-4295,-47357,-25520,-10,-20211,-632,-19579,-744,0,-4555,-10152,5597,-21837,-12370,-9467,46673
2017:Q1,32357,8240,-84226,-3831,-17169,1888,2038,3439,-325,-1076,-1204,-48,2817,17787,1000,-87504,-87065,-439,-4566,8844,-22,30616,1076,29540,3887,0,-25637,-15792,-9845,-13410,-16281,2871,103777
2017:Q2,30467,8414,57316,4422,27940,6606,16783,6634,-5840,15989,-291,-1205,3418,7666,1000,-9023,-12729,3706,52812,70110,-15,48728,22,48706,2391,0,19006,17248,1758,-17298,-14439,-2859,17549
2017:Q3,29652,8546,13482,-704,-7923,-213,-13241,-4581,10518,-19178,10547,121,1660,-2023,1000,24258,13094,11164,-18517,7118,36,14184,981,13203,2348,0,-9450,-7662,-1788,-25635,-27449,1814,-10893
2017:Q4,20652,8755,-24511,2960,-24482,-3630,8473,6882,-581,2172,8802,-954,4551,-23075,1000,1844,27279,-25435,-9632,18279,-8,-7599,147,-7746,-4405,4123,26168,23066,3102,-27911,-20450,-7461,26775
2018:Q1,24262,8326,1424,589,-21919,-1000,12531,4769,6996,766,-1981,1749,-4982,38478,1000,-23041,-10783,-12258,-8590,-20595,116,-13559,-1447,-12112,-12705,0,5553,2823,2730,12005,-4793,16798,5922
