1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1959:Q3,67034,527,603,0,227,13002,0,1940,147,10915,921,10738,0,41016,0,520,39889,607,67274
1959:Q4,68480,535,626,0,235,13382,0,1964,150,11268,989,11620,0,41093,0,547,39918,628,68742
1960:Q1,69539,538,650,0,245,13651,0,1903,210,11538,1063,11302,0,42090,0,549,40880,661,69833
1960:Q2,70627,536,676,0,255,13877,0,1843,238,11796,1145,12094,0,42044,0,572,40782,690,70924
1960:Q3,71714,536,702,0,266,14162,0,1806,237,12119,1227,11682,0,43139,0,573,41839,727,72014
1960:Q4,72803,546,728,0,275,14579,0,1803,217,12559,1301,13236,0,42138,0,613,40780,745,73105
1961:Q1,73473,568,756,0,284,14683,0,1805,211,12667,1369,15266,0,40547,0,657,39132,758,73739
1961:Q2,74068,601,785,0,291,15001,0,1822,195,12984,1430,15677,0,40283,0,674,38832,777,74374
1961:Q3,74670,635,816,0,298,15218,0,1823,204,13191,1491,16528,0,39684,0,697,38193,794,75008
1961:Q4,75275,660,847,0,307,15551,0,1819,226,13506,1560,18285,0,38065,0,740,36517,808,75642
1962:Q1,75545,677,880,0,321,15769,0,1816,260,13693,1634,18293,32,37939,0,749,36336,854,75914
1962:Q2,75812,687,913,0,338,16127,0,1844,276,14007,1713,14276,86,41672,0,686,40046,940,76187
1962:Q3,76080,695,949,0,355,16285,0,1893,274,14118,1794,15401,140,40461,0,716,38753,992,76459
1962:Q4,76353,707,985,0,369,16684,0,1950,253,14481,1876,17508,172,38052,0,768,36262,1022,76732
1963:Q1,76870,721,1023,0,380,16986,0,1971,260,14755,1957,18807,184,36812,0,803,34965,1044,77281
1963:Q2,77426,735,1062,0,385,17331,0,1991,262,15078,2035,19959,177,35742,0,834,33855,1053,77830
1963:Q3,77955,752,1103,0,393,17688,0,1980,294,15414,2119,21016,169,34715,0,864,32783,1068,78378
1963:Q4,78484,773,1145,0,409,17946,0,2009,289,15648,2220,22136,176,33679,0,895,31670,1114,78926
1964:Q1,79378,802,1189,0,435,18293,0,2154,301,15838,2357,23752,201,32349,0,940,30220,1189,79832
1964:Q2,80257,850,1235,0,471,18601,0,1999,291,16311,2506,24909,241,31444,0,978,29164,1302,80739
1964:Q3,81149,857,1282,0,507,18835,0,1996,283,16556,2640,26110,283,30635,0,1014,28201,1420,81645
1964:Q4,82032,892,1331,0,537,19373,0,2036,372,16965,2778,26964,312,29845,0,1049,27284,1512,82551
1965:Q1,83478,752,1383,0,560,19798,0,2182,315,17301,2919,27962,331,29773,0,1081,27110,1582,84041
1965:Q2,84949,728,1436,0,577,20014,0,2032,315,17667,3175,27656,341,31022,0,1087,28293,1642,85530
1965:Q3,86418,760,1491,0,594,20136,0,1843,336,17957,3298,30886,349,28904,0,1157,26073,1674,87019
1965:Q4,87845,941,1548,0,616,20420,0,1904,354,18162,3385,32603,360,27972,0,1203,25033,1736,88508
1966:Q1,90141,957,1608,0,642,21214,0,1859,363,18992,3508,32612,372,29228,0,1226,26182,1820,90811
1966:Q2,92441,791,1670,0,671,21484,0,1783,371,19330,3591,31894,384,31956,0,1223,28805,1928,93115
1966:Q3,94736,719,1734,0,702,21802,0,1763,345,19694,3710,29369,397,36303,0,1189,33061,2053,95418
1966:Q4,97033,758,1812,0,734,22261,0,1728,348,20185,3911,31574,414,35569,0,1249,32178,2142,97722
1967:Q1,99609,824,1876,0,767,22466,0,1611,337,20518,3991,36398,435,32852,0,1353,29279,2220,100314
1967:Q2,102177,839,1951,0,803,22448,0,1499,304,20645,3976,37456,459,34245,0,1380,30528,2337,102906
1967:Q3,104747,882,2029,0,838,22737,0,1475,283,20979,4059,40415,485,33302,0,1451,29415,2436,105499
1967:Q4,107312,894,2127,0,870,22837,0,1490,263,21084,4083,40883,510,35108,0,1470,31094,2544,108092
1968:Q1,110386,871,2192,0,900,23325,0,1655,280,21390,4091,38624,535,39848,0,1443,35743,2662,111212
1968:Q2,113467,950,2281,0,928,23338,0,1636,296,21406,4050,44779,561,36580,0,1566,32302,2712,114332
1968:Q3,116534,983,2377,0,954,23490,0,1590,313,21587,4071,47095,587,36977,0,1621,32570,2786,117452
1968:Q4,119601,1015,2480,0,980,23679,0,1769,310,21600,4067,49165,614,37601,0,1671,33070,2860,120572
1969:Q1,124037,1005,2543,0,1006,23652,0,1845,338,21469,4079,48650,639,42463,0,1667,37843,2953,125015
1969:Q2,128478,1009,2671,0,1030,23538,0,1643,365,21530,4069,48740,664,46757,0,1674,42047,3036,129458
1969:Q3,132913,1004,2767,0,1053,24009,0,1619,429,21961,4134,47805,689,51452,0,1672,46657,3123,133902
1969:Q4,137352,1024,2877,0,1079,24202,0,1637,475,22090,4216,49140,715,54099,0,1710,49190,3199,138346
1970:Q1,141302,1029,2992,0,1105,24410,0,1561,451,22398,4230,46004,737,60795,0,1720,55784,3291,142312
1970:Q2,145235,918,3109,0,1133,24508,0,1488,515,22505,4213,37589,752,73013,0,1560,68001,3452,146277
1970:Q3,149165,1028,3232,0,1161,25232,0,1614,715,22903,4193,44935,774,68610,0,1730,63394,3486,150243
1970:Q4,153104,1106,3347,0,1190,25852,0,1593,705,23554,4171,50315,817,66306,0,1858,60907,3541,154208
1971:Q1,156497,1199,3481,0,1221,25288,0,1694,592,23002,4080,57645,882,62701,0,2004,57104,3593,157679
1971:Q2,159884,1205,3585,0,1252,24648,0,1501,463,22684,3914,59203,968,65109,0,2029,59384,3696,161150
1971:Q3,163272,1242,3727,0,1286,24306,0,1533,460,22313,3768,62474,1062,65407,0,2097,59521,3789,164621
1971:Q4,166651,1305,3853,0,1321,24958,0,1594,473,22891,3658,66488,1150,63918,0,2199,57842,3877,168092
1972:Q1,170677,1413,3982,0,1474,25553,185,1905,670,22793,3332,72173,1237,61513,0,2350,54797,4366,172275
1972:Q2,174761,1471,4145,0,1707,26757,476,1838,942,23501,3133,72812,1330,63406,0,2426,55806,5174,176458
1972:Q3,178841,1577,4322,0,1948,28605,793,1967,1358,24487,2865,74524,1419,63581,0,2537,55045,5999,180640
1972:Q4,182945,1790,4511,0,2130,29693,1053,2536,1621,24483,2728,80863,1494,59736,0,2722,50436,6578,184822
1973:Q1,187118,1889,4712,0,2260,31330,1262,2794,2027,25247,2514,76694,1555,66164,0,2695,56411,7058,189098
1973:Q2,191254,2016,4893,0,2348,32246,1429,3008,2175,25634,2439,71699,1603,74010,0,2634,63976,7400,193374
1973:Q3,195372,2340,5130,0,2427,33836,1606,3533,2315,26382,2361,78584,1647,69047,0,2826,58613,7608,197649
1973:Q4,199488,2455,5314,0,2530,34557,1847,4034,2490,26186,2376,70168,1695,80393,0,2697,69669,8027,201924
1974:Q1,204526,2604,5535,0,2645,35406,2132,4582,2537,26155,2393,72647,1734,81562,0,2791,70365,8406,207090
1974:Q2,209526,2840,5763,0,2765,36489,2441,5184,2546,26318,2377,66424,1751,91117,0,2718,79535,8864,212255
1974:Q3,214475,3093,6005,0,2894,38713,2802,6176,2739,26996,2368,49709,1790,109903,0,2459,98008,9436,217421
1974:Q4,219424,3366,6337,0,3041,41026,3242,6419,3358,28007,2372,56066,1895,105321,0,2670,92772,9879,222587
1975:Q1,223458,3626,6622,0,3211,44349,3797,7217,3645,29690,2409,66166,2065,95010,0,3035,81631,10344,226915
1975:Q2,227554,3915,6970,0,3575,47128,4505,7887,3822,30914,2378,79204,2301,82083,0,3436,67151,11496,231243
1975:Q3,231696,4183,7331,0,4042,49977,5068,8922,3885,32102,2366,71922,2559,89316,0,3431,72707,13178,235572
1975:Q4,235812,4400,7661,0,4346,52530,5440,9297,4264,33529,2383,77759,2795,83938,0,3665,66093,14180,239901
1976:Q1,241424,4617,8000,0,4385,54742,5935,10210,4642,33955,2383,89038,2795,75464,0,3965,57300,14199,245584
1976:Q2,247035,4704,8292,0,4140,56945,6264,11408,4935,34338,2383,88961,3033,78577,0,3984,61282,13311,251267
1976:Q3,252643,4619,8531,0,4386,56948,6454,12278,5084,33132,2373,88937,3297,83552,0,4032,65342,14178,256951
1976:Q4,258249,4510,8819,0,4736,57061,6571,13556,4739,32195,2414,90361,3534,86814,0,4130,67287,15397,262634
1977:Q1,263813,4499,9169,0,5319,57712,6683,13405,5530,32094,2420,85468,3692,95534,0,4140,73904,17490,268317
1977:Q2,269369,4567,9558,0,5335,60678,6763,14968,5952,32995,2539,88692,3771,94229,0,4284,72452,17493,274000
1977:Q3,274922,4694,9975,0,5803,61815,6785,15060,6716,33254,2486,86742,3771,99636,0,4348,76136,19152,279683
1977:Q4,280471,4835,10411,0,5717,65042,6788,15981,6631,35642,2497,88999,3746,99224,0,4459,75968,18797,285366
1978:Q1,285967,4944,10914,0,6268,65810,6810,16108,6608,36284,2559,87893,3750,103829,0,4551,78533,20745,291049
1978:Q2,291464,5031,11443,0,6136,69581,6801,16639,6570,39571,2647,98659,3750,94217,0,4845,69221,20151,296732
1978:Q3,296939,5119,11930,0,6488,71707,6704,15817,7780,41406,2706,111166,3708,84115,0,5214,57630,21271,302416
1978:Q4,302410,5184,12540,0,6935,73242,6697,17384,6771,42390,2721,108222,3715,89851,0,5270,61723,22858,308100
1979:Q1,307600,5207,13105,0,7253,75696,6956,17795,7718,43227,2798,113778,3862,85901,0,5571,56448,23882,313783
1979:Q2,312769,5189,13609,0,7490,80393,7499,18696,8373,45825,2750,116178,4152,83008,0,5772,52580,24656,319466
1979:Q3,317905,5142,14158,0,7532,85435,8336,19327,9363,48409,2968,124961,4585,73124,0,6095,42354,24675,325149
1979:Q4,323015,5055,14784,0,7768,89483,9238,19496,9796,50953,3139,122806,5066,74914,0,6196,43234,25484,330832
1980:Q1,342754,4919,15280,0,7979,94827,9973,20402,10408,54044,3191,121978,5500,89080,0,6240,56611,26229,351278
1980:Q2,362496,4721,15740,0,8189,101149,10603,22040,11721,56785,3263,138118,5994,85322,0,6761,51787,26774,371724
1980:Q3,382209,4447,16176,0,8485,106896,11190,22927,12829,59950,3471,152506,6655,83573,0,7241,48684,27648,392170
1980:Q4,401888,4162,16868,0,8378,112368,11719,24161,14309,62179,3564,162432,7149,86967,0,7566,52266,27135,412616
1981:Q1,413343,3931,17449,0,8237,116768,12172,25014,15838,63744,3748,164597,7139,91474,0,7697,57201,26576,424942
1981:Q2,424681,3740,17875,0,8355,121499,13072,25907,17882,64638,3871,161203,6556,101582,0,7753,66851,26978,437268
1981:Q3,436051,3571,18529,0,8525,125816,13936,26066,20056,65758,3878,147431,5326,122975,0,7600,87724,27651,449593
1981:Q4,447206,3426,19332,0,8258,132133,14703,35013,15755,66662,3913,159220,4071,116853,0,7953,82353,26547,461918
1982:Q1,459560,2924,20980,0,7728,143095,13185,42026,18644,69240,3913,163046,3928,113946,0,8215,81198,24533,475998
1982:Q2,473027,2818,22808,0,7840,151558,12364,46530,21512,71152,5386,166545,4464,111608,0,8534,78264,24810,490078
1982:Q3,486357,2569,24458,0,8648,158808,10680,50928,23163,74037,6361,193610,5378,86525,0,9410,49748,27367,504158
1982:Q4,499916,2259,26190,0,8705,166638,9122,56378,24958,76180,7770,206075,5835,76444,0,9871,39185,27388,518238
1983:Q1,522695,2113,28350,0,9291,173640,8546,59797,25919,79378,9056,232558,6356,61331,0,10730,21446,29155,542963
1983:Q2,544903,2246,31296,0,10383,178856,9181,62288,26864,80523,9709,263099,6848,42466,0,11738,-1955,32683,567687
1983:Q3,569607,2585,31388,0,10372,189846,10198,66828,28838,83982,10569,257916,6863,60068,0,11868,15610,32590,592412
1983:Q4,593815,2729,32263,0,10596,197037,10348,69999,30334,86356,10124,255389,6909,78768,0,12011,33417,33340,617136
1984:Q1,617598,3076,31889,0,10166,201076,11749,71267,30656,87404,9892,223247,6780,131472,0,11629,87897,31946,639392
1984:Q2,640979,3479,31811,0,9894,196016,13268,69092,29963,83693,9369,212500,6516,171394,0,11259,129021,31114,661649
1984:Q3,662333,3466,34384,0,10593,209897,13303,74072,32294,90228,9041,234086,7275,153591,0,12189,108145,33257,683906
1984:Q4,684497,3297,36053,0,10909,226587,11765,81302,34802,98718,9735,247225,7896,142795,0,12913,95776,34106,706163
1985:Q1,705870,3536,38793,0,11648,225410,11598,84115,36126,93571,11041,269409,8595,137438,0,13761,87247,36430,728420
1985:Q2,727219,3781,42185,0,12448,231090,11541,89579,38977,90993,11804,288607,9391,127913,0,14718,74268,38927,750677
1985:Q3,750824,3821,41777,0,12043,231874,11906,92230,40597,87141,11361,274816,9412,165720,0,14545,113637,37538,772934
1985:Q4,771069,1369,40963,0,13897,240891,14372,96413,52343,77763,11236,335911,5905,120897,81825,11582,-23995,51485,795191
