date,FL384090005.Q,FL313011005.Q,FL383091005.Q,FL383020005.Q,FL383030005.Q,FL383034005.Q,FL382051005.Q,FL384022005.Q,FL383069105.Q,FL383061105.Q,FL383061705.Q,FL383062005.Q,FL383063005.Q,FL384023005.Q,FL383069005.Q,FL383065005.Q,FL383066005.Q,LM103092305.Q,LM383064105.Q,LM103092105.Q,LM383094905.Q,LM383064205.Q,FL153040005.Q,FL153050005.Q,FL383070005.Q,FL383078005.Q,FL383090005.Q,FL384194005.Q,FL384190005.Q,LM313111303.Q,FL713014003.Q,FL313112003.Q,FL384122005.Q,FL103169100.Q,FL313161105.Q,FL313161705.Q,FL383162005.Q,FL103163005.Q,FL384123005.Q,FL383168005.Q,FL383169005.Q,FL383165005.Q,FL153166000.Q,LM143192305.Q,FL313140003.Q,FL383170005.Q,FL143178005.Q,FL383190005.Q,FL143181105.Q,LM103164105.Q,LM143192105.Q,LM112090205.Q
1966:Q2,2684097,1103,917,159623,322143,0,439,123753,2473,57299,9297,44957,9727,152889,83655,52613,16621,2169,571516,53625,503895,34917,108190,455635,146948,5252,41083,2916785,1828568,0,0,3543,412832,861,200411,4629,104141,102790,655642,87497,119516,348424,100205,1415,7070,130922,15594,601551,1088217,581050,5447,501720
1966:Q3,2654351,1070,932,156003,324319,0,2189,128456,1952,59568,9985,45676,11275,154604,84907,53520,16177,2214,513005,54715,509935,31694,109347,464852,153648,5320,42048,2893003,1856633,0,0,3740,418716,1466,202581,3922,105524,105223,662348,88116,119171,354072,100989,1409,7096,135039,16562,611723,1036369,523227,5418,507724
1966:Q4,2726063,905,885,160998,329420,0,1700,130534,2852,59053,10593,46915,11121,157565,85670,54510,17385,2207,548563,54524,520649,34275,110568,475291,153374,6913,37693,2961940,1889846,0,0,3963,427892,1622,208138,4025,106633,107474,674841,91389,121493,358537,103422,1474,7120,139994,17414,617148,1072094,547891,5669,518534
1967:Q1,2825900,620,951,158320,342205,0,588,128810,3495,57587,10473,45165,12090,158612,87515,55049,16048,2258,617941,55795,524972,38695,111833,486787,154890,5888,36735,3053978,1899786,0,0,4176,436258,2677,209601,5489,107874,110617,677374,91134,123030,361862,101348,1515,7144,136286,16730,620303,1154192,625556,5826,522810
1967:Q2,2856543,645,843,162252,352967,0,667,121591,3418,51940,10265,43788,12180,160901,88721,55557,16623,2290,623421,56591,530525,39807,113070,498099,157232,-1656,37297,3092899,1917266,0,0,4394,434753,3242,199980,7100,110195,114236,692168,95600,124990,367447,104131,1560,7168,138511,11296,627416,1175632,641312,6000,528320
1967:Q3,2947584,926,827,167077,360677,0,1564,125291,3916,53623,9960,44495,13297,163131,90381,56428,16322,2336,660489,57717,535954,42587,114312,509267,162477,5711,37241,3167374,1949021,0,0,4560,449537,3264,208290,6919,112319,118745,699658,93235,126114,374765,105544,1589,7188,142188,11866,632435,1218354,678588,6113,533653
1967:Q4,3026611,1304,1055,175844,367985,0,926,130161,3952,56177,11288,43633,15111,166721,91629,57539,17553,2452,682587,60585,545559,43608,115533,519848,164281,7800,40363,3270762,2009143,0,0,4646,464038,3034,216899,8180,113793,122132,726874,107330,128922,382055,108567,1611,7200,148792,13225,642757,1261619,712221,6199,543199
1968:Q1,3020231,1959,1357,168975,377005,0,1972,136056,3819,61494,11947,43512,15284,167311,92320,58775,16216,2494,633130,61653,558693,41215,116735,532748,166109,10407,42412,3246227,2030739,0,0,4870,474145,3482,222114,8537,115278,124734,724696,98934,130469,388021,107272,1685,7202,145931,17667,654543,1215488,652734,6480,556274
1968:Q2,3152553,2748,1749,173046,381610,0,1267,137638,4603,58633,13944,43951,16507,171698,95234,59747,16717,2545,719045,62888,567010,46731,117919,548249,171706,6460,40243,3361981,2059783,0,0,4930,475737,3400,217294,9458,117323,128262,747212,104935,135455,395418,111404,1714,7194,151078,13031,658886,1302198,731114,6588,564496
1968:Q3,3214411,3058,1832,178569,390729,0,2390,138630,5071,59449,14383,42971,16756,175072,97730,61226,16116,2607,728181,64425,573937,49116,119108,561968,179454,6816,38519,3407586,2100810,0,0,4976,490276,4928,223989,10477,119319,131563,757718,104700,135771,403087,114160,1738,7186,158254,12930,667733,1306775,728536,6686,571553
1968:Q4,3365080,3340,1587,184574,400846,0,-152,139702,5099,59002,15112,42443,18046,178137,98369,62120,17648,2752,815603,68028,590623,50374,120321,576138,182961,8632,41614,3589353,2151173,0,0,5062,498425,4249,225679,11340,122132,135025,781993,112560,138728,411381,119324,1750,7186,165579,14330,676848,1438180,843150,6734,588296
1969:Q1,3363372,3371,1856,176901,403637,0,2042,153772,6207,67338,16059,45830,18338,172912,95831,60749,16332,2813,770738,69504,602105,49399,121558,591283,189090,10211,42180,3590489,2180375,0,0,5108,506249,4880,225552,11552,125803,138462,787052,112714,139387,416067,118884,1814,7197,166102,15517,691336,1410114,803399,6983,599732
1969:Q2,3362689,3915,1809,183620,403851,0,3246,151241,6806,59788,17664,47818,19165,176157,98348,61076,16733,2883,734087,71268,611142,47006,122811,607266,196129,3697,42561,3605939,2215624,0,0,5166,500655,4914,213596,11043,129343,141759,811825,119343,144583,424224,123675,1861,7217,172215,12220,704465,1390315,774485,7158,608672
1969:Q3,3384248,4076,1618,183099,398147,0,7726,164597,7206,67048,18739,50607,20997,174700,96140,62025,16535,2947,713254,72834,615192,46781,124080,622639,205387,4445,42726,3624258,2260308,0,0,5198,511581,5778,219837,9379,132054,144533,824170,118568,147742,432047,125813,1912,7239,179457,12507,718244,1363950,743955,7355,612640
1969:Q4,3400088,4691,1173,192185,398210,0,5910,172779,7628,70218,20593,52280,22060,182187,99791,64657,17739,3104,667553,76695,625898,46323,125359,638481,208397,5369,45774,3648571,2312428,0,0,5334,519711,5356,224726,9036,133518,147075,846578,125974,151462,439911,129231,2032,7252,188349,12628,730544,1336143,705075,7814,623254
1970:Q1,3420454,4872,1172,186210,401818,0,5772,181733,8156,76293,22846,52962,21476,178647,99075,63153,16419,3185,643710,78735,635120,46998,126700,659498,212431,6342,47510,3653666,2335004,867,400,5397,529061,7044,227467,8584,135658,150308,846005,121294,155068,442980,126663,2156,7321,186654,12846,744297,1318662,677754,8287,632621
1970:Q2,3327826,4340,1220,193513,413538,0,1259,175919,8432,67975,23218,53571,22723,180873,99566,64534,16773,3284,509430,81139,652952,37715,127975,675440,214690,268,54272,3583006,2382308,867,400,5421,531880,6895,221776,8098,138998,156113,865765,125873,159876,450595,129421,2203,7333,189832,10054,768552,1200699,541846,8469,650384
1970:Q3,3464548,3785,1141,196866,434731,0,1136,176378,8433,65550,23170,52763,26462,184923,100765,66899,17259,3346,593837,82711,648497,42581,129291,695919,217146,2175,50086,3706493,2418103,867,400,5492,547611,7361,229196,7999,141582,161473,877234,127622,157873,460315,131424,2278,7344,192348,10159,774370,1288390,633751,8765,645874
1970:Q4,3583490,3573,798,202733,453747,0,-1182,173931,9389,60700,22335,51703,29804,189812,103449,67872,18491,3523,650389,87083,657291,45146,130699,715874,215198,3321,51554,3831078,2465007,867,400,5556,565601,7133,237659,8078,145501,167230,892828,132438,157366,469364,133660,2345,7358,197329,9996,782727,1366072,702482,9017,654573
1971:Q1,3724459,3672,1082,195967,482977,0,-501,168143,9954,55218,20040,50885,32046,190783,103851,67808,19124,3468,713135,85682,677429,50974,132198,738802,218401,6570,55676,3956466,2497827,1584,400,5654,577533,8333,239296,7371,149746,172787,900700,128875,160569,477184,134072,2387,7375,197818,11698,792678,1458639,774797,9184,674658
1971:Q2,3790805,3149,1102,206918,500315,0,6,166080,9791,52749,17342,51381,34817,193224,104577,68926,19721,3556,708750,87863,692549,51230,133782,760635,220843,2925,57878,4031033,2553357,1584,400,5797,587584,6856,241212,7136,153986,178394,929189,134583,165560,490134,138912,2420,7393,199707,11110,808173,1477676,778662,9306,689708
1971:Q3,3854224,2053,1239,209348,515034,0,2964,171003,10510,53447,17989,51774,37283,193549,104992,68637,19920,3641,693927,90017,708085,50475,135412,782401,226587,6238,62251,4091294,2611489,1584,400,5911,603925,7434,249957,6695,157928,181911,950550,135792,167073,504220,143465,2354,7412,203661,12805,822888,1479804,765605,9060,705139
1971:Q4,3994686,2192,1234,219139,534300,0,214,170761,11275,52216,18555,51277,37438,197374,108251,68097,21026,3873,744009,95705,723931,53696,137050,804816,228335,7681,70376,4234574,2680539,1720,400,6046,622685,6247,261392,7028,161652,186366,976519,140233,169174,517869,149243,2369,7429,213304,14123,835944,1554035,824038,9114,720883
1972:Q1,4127384,2897,1421,211696,558615,0,2502,172081,12388,53008,16893,51988,37804,197173,108260,69495,19418,3755,786341,92802,745689,55785,138719,831235,235292,11425,79956,4349195,2725444,2491,400,6219,634308,7538,264601,7114,165807,189248,994638,139979,174249,531563,148847,2323,7459,212872,15798,848936,1623751,872231,8933,742587
1972:Q2,4195518,2989,1626,214746,578903,0,3111,169436,13219,48974,16676,52308,38259,200509,109456,71041,20012,3817,781995,94309,759736,54891,140425,857644,241024,5427,84930,4424510,2783660,2491,400,6372,635540,8126,257796,7099,169358,193161,1033122,147456,179257,550187,156222,2373,7498,216536,14020,865307,1640850,875195,9126,756529
1972:Q3,4309690,2785,1820,220819,598045,0,4417,171945,13513,49705,16806,53043,38878,201910,109445,72137,20328,3894,802070,96238,780021,54433,142160,883721,249363,8459,87590,4528142,2848249,2491,400,6483,646052,7761,261550,7561,172942,196238,1059741,147937,180909,569366,161529,2451,7540,226772,15950,880370,1679893,893709,9425,776759
1972:Q4,4577696,2627,2172,234745,618293,0,1736,175342,14235,52543,16267,53692,38605,207349,113068,72653,21628,4685,921839,115780,805479,57115,143924,910634,256023,10510,109443,4778088,2933345,2491,400,6579,661989,6968,272428,7927,175818,198848,1102114,157774,185797,589786,168757,2532,7581,241166,18010,890483,1844743,1032948,9737,802058
1973:Q1,4605304,2814,2722,228835,649730,0,6168,181391,13258,54843,17338,57090,38862,205963,112683,72963,20317,4067,853813,100509,833429,50967,145728,924937,267050,14859,132322,4816382,3005452,2767,400,6667,674243,5871,279503,8188,180262,200419,1137388,171166,189403,605291,171528,2731,7624,246082,20487,907062,1810930,970789,10509,829632
1973:Q2,4624711,2810,3005,233868,667923,0,6345,184059,13437,54178,19143,58624,38677,210024,115149,73522,21353,4173,786930,103102,867061,46044,147582,939226,279660,8838,134061,4860602,3082450,2767,400,6860,673694,6032,272356,7771,183929,203606,1185103,182856,193899,627950,180398,2975,7671,261678,18982,922320,1778152,903834,11444,862874
1973:Q3,4779396,2810,2729,229437,683447,0,11207,193855,13633,56430,22339,60811,40642,212366,115810,75206,21350,4243,833820,104878,908832,49855,149445,956495,293551,11289,131138,5012889,3143068,2767,400,6924,679241,6335,270401,8213,187988,206304,1222854,190258,196893,649008,186695,3078,7717,274699,21164,924224,1869822,953723,11842,904257
1973:Q4,4758770,2887,3329,248177,694210,0,11759,198890,14876,57856,23331,61236,41591,218023,119860,75570,22593,4679,694030,115623,942073,44470,151271,968997,300550,14092,145710,4996872,3238233,2767,400,7001,694224,8382,276350,8357,192693,208442,1255510,196794,199193,666543,192980,3101,7756,296865,23290,947319,1758639,809566,11924,937149
1974:Q1,4813293,3101,3729,236750,720500,263,15220,208704,16212,63126,22669,63242,43455,215218,116644,77318,21256,4636,664616,114556,961791,42275,153053,993021,315101,17004,143755,5049658,3295364,2767,400,6988,705982,9235,278582,8714,197202,212249,1277282,202603,202806,681413,190460,3481,7789,299717,26744,964214,1754294,784355,13389,956550
1974:Q2,4816468,3371,3529,239823,740230,570,10046,209162,15131,57414,25411,64905,46301,222200,120168,79534,22498,4707,592011,116340,982326,38351,154785,1015113,332592,10985,140326,5099739,3385851,2767,400,7085,709981,9967,271853,8685,201835,217641,1327464,219483,210450,700754,196777,3595,7816,313436,26144,987163,1713887,723428,13823,976636
1974:Q3,4781954,4159,3129,241165,746835,1386,11961,202913,16933,36716,31002,69522,48740,252862,147537,82567,22758,4870,440468,120347,1024526,29927,156539,1033307,341660,14253,151647,5063443,3489315,2723,400,7188,700625,12569,251769,8477,206004,221806,1382421,226678,237928,716574,201241,3928,7842,324950,30652,1028586,1574128,540503,15110,1018515
1974:Q4,4870613,4312,4946,250453,761808,2379,4226,212130,16520,38180,32666,69404,55360,260699,151466,85874,23359,4987,444884,123237,1055789,32629,158390,1059952,277914,16035,195843,5086552,3463784,2809,400,7333,718859,12513,261883,8227,207999,228237,1409745,235631,243762,728426,201926,4102,7871,242160,30061,1040443,1622769,557656,15781,1049332
1975:Q1,5173549,4655,2170,241716,788026,3620,2406,206385,6255,37964,31855,71394,58917,264789,154994,88224,21571,5135,548003,126873,1084826,38268,161437,1092910,295260,16529,290541,5545085,3766171,2862,400,7500,747812,14009,278231,7934,210167,237471,1409490,226736,249109,737733,195912,4125,9015,235338,28748,1320881,1778914,684995,15867,1078052
1975:Q2,5364434,4625,1739,257156,808330,3661,794,208585,6685,41833,29934,72823,57310,272762,158114,92286,22362,5287,626061,130649,1114751,43134,163786,1126405,302828,8810,285072,5735407,3819503,2836,500,7711,774094,11658,294758,7885,214248,245545,1433191,226360,257376,753522,195933,4283,9394,237759,24716,1325019,1915905,791700,16473,1107732
1975:Q3,5382709,4662,1760,258934,825110,3708,2759,225640,7267,53072,29671,73795,61835,275478,156939,95924,22615,5331,544805,131735,1133541,37706,165845,1151947,320114,13894,279739,5761739,3917322,2671,500,7910,804642,11780,319044,7876,216917,249025,1451485,223012,257552,769738,201183,4279,9433,250353,27300,1358749,1844416,701766,16457,1126193
1975:Q4,5533901,4571,2622,266233,846097,3645,-891,243780,8371,63904,29054,76624,65827,285037,162425,98732,23880,5484,584705,135561,1155273,39639,168615,1181733,307678,17591,286528,5917489,3997631,2685,500,8170,838850,9616,343752,7874,222956,254652,1481486,227080,261842,785568,206996,4551,10152,264561,28894,1357782,1919859,754897,17506,1147456
1976:Q1,5744453,4801,3182,258478,877052,3557,1592,250124,9324,69501,28440,79972,62887,290275,167448,100182,22645,5626,678278,139041,1175642,43531,170603,1206062,326171,24131,286307,6123193,4068425,2653,500,8318,872828,10926,365380,8406,227091,261025,1495809,218043,270466,802392,204908,4832,10053,259687,32477,1381268,2054769,868276,18588,1167905
1976:Q2,5901187,5759,3298,274299,899173,3341,1329,255493,9073,67371,29342,84348,65359,292051,168090,100264,23697,5700,696873,140857,1218921,43383,173063,1226048,342276,18315,301008,6276451,4158675,2629,500,8657,895694,11818,372629,8448,236798,266001,1543501,224025,283021,823307,213148,5016,10387,270829,30102,1391360,2117777,887750,19293,1210734
1976:Q3,6029080,6752,2709,277425,919693,3322,2533,261647,9486,66719,29756,86294,69392,299028,172563,102425,24040,5812,707211,143610,1247986,41921,175284,1246623,356253,20032,311239,6417228,4260439,2654,800,8556,921278,10889,388895,8733,241084,271677,1579233,222574,288211,847760,220688,5182,10440,280943,33486,1417867,2156789,897381,19929,1239479
1976:Q4,6227127,7005,3439,286602,946060,3099,-416,272035,10511,65057,34838,84428,77201,311829,182702,103146,25981,8244,731236,203740,1286596,42400,177810,1268575,342164,23565,313144,6586070,4346494,2665,1200,8659,943428,11049,402836,8329,243876,277338,1627689,228113,300097,870518,228961,8992,10751,296656,35575,1410879,2239577,927412,34592,1277573
1977:Q1,6297461,7452,3897,278054,983443,2970,347,278145,10494,70529,34157,84555,78410,309731,181228,105121,23382,8303,673590,205216,1321764,38767,180110,1296300,365383,27085,316904,6659688,4454761,2659,1200,8648,968718,12083,417402,8175,248344,282714,1662906,232242,309252,892257,229155,9153,10803,302047,37262,1451365,2204928,857111,35202,1312615
1977:Q2,6433964,7500,4744,292863,1004929,3091,1848,273038,9442,61090,35019,89290,78197,316887,184879,107817,24191,8437,691542,208534,1355413,41546,182542,1325778,379690,16404,319178,6813952,4550167,2674,1200,8765,981358,12914,413050,8097,260914,286383,1728030,240713,318999,926270,242048,9321,10970,313239,31819,1462791,2263784,882073,35853,1345858
1977:Q3,6571848,7350,4914,303040,1034178,3086,2882,281264,8984,67597,36609,89246,78828,324844,189140,111293,24411,8520,661429,210540,1400071,41254,184977,1353912,398819,21105,329664,6956541,4684381,2669,1200,8864,1010538,13175,429469,7599,267803,292492,1791499,243423,331930,963193,252953,9503,11069,321528,35421,1492090,2272160,845309,36548,1390303
1977:Q4,6721067,7605,5686,308702,1063889,3397,145,289451,9390,70066,37637,91107,81251,341029,200267,114404,26358,11302,631060,224410,1451523,41145,187791,1381895,391830,25286,354921,7118612,4817493,2787,1250,8909,1040020,12808,445890,7556,273620,300146,1859597,250418,345074,999213,264892,10497,11422,339893,38005,1505113,2301119,819176,40372,1441571
1978:Q1,6872723,7429,7097,294606,1097435,4989,994,301107,10332,74623,39764,96902,79486,347800,205782,117460,24558,11458,593037,228662,1513991,40138,190447,1414822,414734,29787,374190,7271942,4953165,2837,1250,9045,1070267,13719,461467,7233,283342,304506,1908430,259856,354790,1026813,266971,10757,11475,345493,41101,1552510,2318777,773891,41372,1503514
1978:Q2,7088064,7128,7450,317042,1117287,6318,2272,310103,9330,72509,44738,104873,78653,358690,211129,122507,25054,11594,631241,231986,1571864,42331,193515,1450915,440826,19896,367606,7516955,5079646,2843,1250,9142,1093640,14419,462538,7136,298639,310908,1990054,272213,366418,1066897,284526,11193,11781,360238,36205,1563300,2437309,833210,43053,1561046
1978:Q3,7338457,7188,6457,329864,1143858,7564,2517,321180,9061,80497,45748,110807,75067,375011,220716,128777,25518,11349,672220,233865,1626135,44298,196379,1488329,468936,25736,377571,7773022,5217346,2939,1300,9271,1123372,14992,474270,6584,311442,316084,2066391,275382,383026,1109961,298022,11696,11848,370115,40066,1580348,2555676,895811,44985,1614880
1978:Q4,7534357,5402,8317,339043,1168862,9538,4667,328970,9512,74161,51925,116017,77355,400962,240389,132617,27956,13023,640186,259898,1684523,41698,199349,1521371,464783,31807,411958,7972186,5392215,2989,1300,9383,1145842,15499,478139,6221,324876,321107,2147702,285074,400649,1150674,311305,13154,12112,398134,44006,1617593,2579971,856335,50592,1673044
1979:Q1,7789398,6446,12524,320609,1193146,16721,7217,349096,8896,85296,57784,120662,76458,402498,236764,139690,26044,13463,678959,265044,1760139,43156,201981,1563530,497627,38613,418629,8245986,5535187,4077,1300,9659,1170572,17665,487732,5593,334127,325455,2200308,293263,407109,1186117,313819,13408,12094,405681,49457,1668631,2710799,910897,51565,1748337
1979:Q2,8010107,7036,11273,342667,1200907,24262,10949,369659,8604,95651,61234,127925,76245,414542,240287,147622,26633,13984,692231,271605,1826171,44052,204874,1601859,521804,26548,425683,8469297,5680559,4090,1800,9982,1188742,20564,487581,5146,344686,330765,2284922,307292,418893,1231418,327319,13975,12357,424289,45212,1695190,2788738,921144,53754,1813840
1979:Q3,8306974,5826,9777,362012,1227167,32068,13213,373280,7732,98429,65154,131652,70313,429315,246561,155483,27271,14725,736242,277424,1894243,45776,207470,1641008,555485,30713,451230,8780140,5861509,4175,1800,10262,1217950,23828,498750,5070,355757,334545,2373023,319630,432933,1278932,341528,14550,12359,445388,50597,1731405,2918631,981163,55964,1881504
1979:Q4,8591505,5328,10080,368016,1242388,42459,14897,417546,9586,121878,73562,134815,77705,447451,257314,160956,29181,16695,767919,306867,1954800,39448,210280,1683912,547585,35118,480716,9061701,6041102,4173,1800,10493,1248131,24518,516104,4938,364182,338389,2443889,329392,442851,1317030,354616,16715,12630,470228,53781,1779262,3020598,1014783,64289,1941526
1980:Q1,8707862,8013,9174,347126,1267535,58282,16347,433451,10176,132198,82613,138654,69810,451166,249090,176753,25323,17655,705761,311833,2005110,40633,212738,1723943,581911,42992,474193,9231195,6215357,5058,2968,10709,1291756,31052,540619,4874,370864,344347,2489027,336739,445012,1357614,349662,17255,12598,475541,59894,1850550,3015839,956911,66364,1992564
1980:Q2,8976597,8463,8564,361075,1281221,74360,20523,431546,9757,129826,79704,141743,70516,461706,250320,185401,25985,18631,807646,313827,2063179,45434,215426,1779480,581988,26508,477020,9492980,6296110,5353,3018,10849,1331235,36334,553831,4685,380809,355576,2503055,326815,446907,1383696,345637,18296,12842,472524,54360,1884578,3196870,1076609,70375,2049886
1980:Q3,9373511,9620,8670,387877,1312818,75392,23696,444888,9264,143334,77865,143383,71042,480667,257670,195959,27038,19736,909931,316504,2127814,50550,217843,1833378,604283,31421,518423,9867584,6466165,5305,3268,10925,1372863,32189,582379,4573,390860,362862,2567879,337544,458572,1421427,350336,19049,12860,483454,57579,1932983,3401419,1214006,73261,2114152
1980:Q4,9758007,10550,9696,384517,1372097,71359,20884,466186,9132,162294,80491,146350,67919,499286,266132,203603,29551,22308,1010522,353802,2199698,53567,220528,1883717,606153,36902,536236,10251278,6627944,5155,2518,11057,1407659,28026,609679,4445,399440,366069,2646875,360665,470338,1457828,358044,23746,13195,514397,59192,1944150,3623335,1346523,91332,2185480
1981:Q1,10051434,12240,9384,383297,1383628,107959,20594,462901,8799,159870,76990,154726,62516,503314,262404,213077,27833,23286,1014936,355334,2251818,53900,222820,1932661,651277,42571,619514,10551682,6869634,6019,2818,11167,1462905,31837,646299,4391,408226,372152,2672093,358961,474545,1484685,353902,24420,13163,537127,61994,2077928,3682047,1351007,93924,2237116
1981:Q2,10205207,12042,9411,386585,1401419,121479,19226,480116,8163,167188,80658,160757,63350,520477,264603,227049,28825,24193,992903,359895,2293946,54657,225469,1981569,670122,24814,626883,10693411,7001494,5637,3068,11266,1486280,37819,646256,4232,418219,379754,2748820,375866,487778,1523566,361610,25332,13497,548366,56191,2103037,3691917,1315862,97441,2278614
1981:Q3,10264029,13037,10495,397714,1426113,153686,18829,512126,8021,187774,84171,170090,62070,530769,263954,237842,28973,26000,836529,359587,2322032,50240,227675,2026229,686828,20275,645864,10735356,7191655,5608,3318,11374,1532487,44081,668124,4170,431847,384265,2822121,392157,502895,1555141,371928,26288,13473,547630,58274,2171083,3543700,1136139,101113,2306448
1981:Q4,10584413,13834,12386,411781,1482959,173026,15445,534407,8199,188232,89367,177035,71574,548715,271395,246973,30347,28894,904967,369351,2359241,54264,230103,2083971,660335,19325,681409,11016128,7328395,5703,3318,11502,1587071,42722,705719,4104,443653,390873,2880658,406686,516586,1579504,377882,30927,13833,555174,53608,2186601,3687734,1225637,118949,2343148
1982:Q1,10652037,13881,10066,401638,1535918,184432,13716,548490,7908,197994,83604,188321,70663,553216,269892,255274,28050,30120,774788,197927,2393066,51863,232020,2139050,669436,18281,884128,11023484,7482005,5454,3568,11606,1647561,49836,738577,3506,456863,398779,2903978,416262,513384,1600795,373537,32677,13868,547282,52994,2263016,3541479,1090438,74488,2376553
1982:Q2,10783488,14782,11310,403035,1572241,195311,15902,568365,8236,210063,81967,203310,64789,566401,275324,262175,28902,29497,744820,202781,2404485,52296,234054,2198463,679251,4845,885650,11143898,7607112,5351,3818,11693,1683019,51741,749688,3485,474230,403875,2964613,437400,520659,1625667,380887,33904,14232,556252,47021,2287210,3536786,1073656,75495,2387635
1982:Q3,11091182,14760,8268,434314,1605522,221075,18006,608143,7731,230351,86276,215484,68301,568583,278482,260930,29171,27633,795866,206557,2399731,58355,235699,2271057,693096,18748,905769,11388352,7755743,5254,4218,11764,1765960,49726,809587,3443,491353,411851,3009146,450957,535968,1635406,386815,34571,14242,563293,49204,2298091,3632609,1172793,77530,2382286
1982:Q4,11445897,17076,12490,452087,1674087,205743,18521,619455,7948,229259,88136,220997,73115,590632,288748,271097,30787,31897,966526,210743,2403809,68180,237912,2330979,669448,21355,914956,11757525,7895966,5405,4618,11859,1839887,37614,869350,3351,508049,421523,3063517,460589,544920,1661290,396718,28211,14679,582602,50820,2294368,3861559,1386479,89590,2385490
1983:Q1,11772647,18173,14116,447756,1749465,181855,21795,647394,8071,247353,87184,234800,69986,585657,284681,272087,28889,28776,1058768,215580,2426662,79569,239825,2407819,684415,27669,937353,12032283,7999851,5285,4618,11971,1918677,41187,925470,3387,520910,427723,3086890,458725,544226,1692029,391910,27879,14707,566032,57185,2306608,4032432,1533804,90902,2407726
1983:Q2,12152164,18459,14035,477810,1796037,165479,27321,687442,9343,269413,88380,254311,65995,602780,294457,277578,30745,27745,1180391,220261,2422258,95764,242193,2494173,709075,23561,947381,12393328,8161465,5234,4618,12104,1990833,38849,966482,3344,543310,438848,3171876,459880,568514,1739644,403838,29738,15112,574492,53628,2303831,4231863,1736716,92259,2402888
1983:Q3,12353824,18255,15777,491059,1850514,163172,34642,725615,9943,285168,88753,267275,74476,612927,300175,280886,31866,27674,1147010,225710,2432061,99061,244236,2551765,738671,23627,952047,12599060,8383934,5178,4618,12241,2057354,40547,1010312,3320,559704,443471,3274125,465953,591209,1796351,420612,31721,15164,575852,57706,2349975,4215126,1709522,93306,2412298
1983:Q4,12512971,18986,21330,484031,1898225,161097,35913,738328,12188,296689,90223,273069,66159,627562,305484,286713,35365,26988,1089282,262731,2463697,102541,246680,2614218,739510,26934,954919,12779789,8599102,5130,4618,12327,2107456,36775,1044748,3311,575106,447516,3393194,490566,607105,1850645,444878,30913,15637,604917,55727,2369184,4180687,1630514,106890,2443283
1984:Q1,12698484,19888,22731,486653,1959413,175413,40708,756387,12632,323745,91434,287312,41264,632153,305182,293895,33076,25313,1024288,268766,2470610,105074,247938,2676446,779409,37230,970064,12998197,8910828,5214,4618,12501,2184308,42518,1092278,3274,590092,456146,3476911,503805,616252,1904844,452010,31321,15723,618681,60422,2501129,4087369,1527807,109741,2449821
1984:Q2,12916870,19764,23783,492802,2027536,180036,45917,812448,11246,353647,93350,306462,47743,647441,309114,303761,34566,23535,959825,275475,2460419,105845,249458,2728281,815587,27376,1021341,13232607,9222960,5052,4618,12656,2253907,53463,1121406,3262,610773,465003,3615137,527690,635216,1972432,479799,35442,16177,644298,56920,2578753,4009647,1456011,113963,2439673
1984:Q3,13279395,19734,19444,505806,2079317,182922,52195,846041,11189,367529,100426,320073,46824,665572,317306,313286,34980,22369,1009557,280585,2457057,119633,250814,2814025,843513,30528,1080284,13557089,9462222,4895,4618,12739,2347172,60349,1172606,3255,631749,479213,3729246,533119,659561,2034727,501839,36253,16230,649644,57777,2603647,4094867,1543237,116234,2435396
1984:Q4,13503380,20307,20186,525202,2151288,210380,57041,847084,9742,359760,108743,322544,46295,686062,336359,311325,38378,24401,1010664,263661,2463340,126211,252717,2895856,822194,32509,1094277,13775659,9664743,4803,4618,12880,2442365,58490,1232741,3244,650603,497287,3871100,561263,691262,2091991,526584,37203,16721,662556,60318,2552179,4110916,1553653,116169,2441094
1985:Q1,13919046,20469,19585,502659,2205862,217409,66629,926768,10202,386155,117025,345360,68026,709120,336195,337419,35506,23485,1070568,267804,2467415,144491,254827,2996873,856367,36979,1131736,14193706,9957761,4857,4618,13157,2535167,62972,1277088,3230,675913,515964,3979414,571101,704042,2168248,536023,38624,16757,665566,61330,2638271,4235946,1671498,119952,2444496
1985:Q2,14228930,20897,18707,536055,2225911,221799,71441,972792,9798,384555,133919,366253,78267,742549,360442,345016,37091,20429,1132501,274917,2453285,172878,257670,3067036,871602,25712,1142749,14520199,10223778,4891,4618,13175,2626542,68886,1310253,3221,705901,538281,4109159,582230,732454,2234883,559592,40318,17226,677296,57964,2672589,4296421,1744053,122482,2429886
1985:Q3,14410402,22289,19721,553230,2259904,217955,78408,994121,9326,391403,130942,379177,83273,760696,375637,346959,38100,21043,1051703,277439,2465813,189554,260483,3118280,884131,37547,1198086,14780125,10570534,5191,4618,13255,2715715,69036,1348328,3215,737592,557544,4241830,588219,764698,2303008,585905,41305,17282,681307,61746,2788285,4209591,1642361,125211,2442019
1985:Q4,15139564,25129,23814,587499,2291697,220579,77502,1090931,10478,422164,135335,431734,91220,812257,422009,347743,42505,20675,1228438,370692,2527881,230241,264250,3184150,879375,39650,1264805,15436380,10861567,5382,4718,13267,2941979,72207,1425915,3217,859484,581156,4405828,612080,814632,2368542,610574,41644,17829,726764,60605,2643551,4574814,1917631,153289,2503894
