date,FU224090045.Q,FU223020043.Q,FU223030043.Q,FU223034043.Q,FU222051043.Q,FU224022045.Q,FU223069143.Q,FU223061143.Q,FU223061743.Q,FU223062043.Q,FU223063045.Q,FU223065043.Q,FU223064145.Q,FU223064243.Q,FU223090045.Q,FU223073045.Q,FU223093043.Q,FU224190043.Q
2009:Q2,66119,59,-302,-6148,-397,-4684,-3663,10694,-8287,-88,-3340,-752,-137283,-26337,241963,244259,-2296,66145
2009:Q3,66581,2203,-6,1535,149,-5397,2009,-1294,-2213,93,-3992,24,-10605,-10478,89156,90271,-1115,66604
2009:Q4,67042,-538,-162,-4073,-257,9326,-2295,5239,2427,197,3758,-715,3939,4624,54898,46134,8764,67063
2010:Q1,65620,585,-99,-1748,-91,12951,-560,7391,5567,170,383,311,-29079,-2782,85572,83563,2009,65647
2010:Q2,65327,1126,-67,-651,-10,-14398,301,-5139,-3713,156,-6003,203,73024,6562,-462,-2556,2094,65356
2010:Q3,65034,-2597,-163,-1055,-42,-7170,-39,-7364,-9640,79,9794,292,-52362,-12218,140349,139825,524,65064
2010:Q4,64741,1081,-30,4709,401,23452,4933,8500,1981,235,7803,-663,-59020,204,94607,87642,6965,64773
2011:Q1,63639,2366,16,6565,556,13800,6825,4988,1002,146,839,-310,-40387,898,80135,72872,7263,63662
2011:Q2,63016,262,-59,3173,304,5971,4075,7502,5175,57,-10838,141,1695,537,50992,47026,3966,63042
2011:Q3,62393,-1222,162,-5876,-463,-74389,-5355,-23967,-31002,-405,-13660,2223,153586,-53295,41667,39359,2308,62423
2011:Q4,61771,-1350,159,-6139,-484,-9557,-5594,-9797,-23484,-349,29667,-792,-43870,-22279,146083,145084,999,61803
2012:Q1,61509,2098,247,899,70,70080,819,42598,21850,-344,5157,-1535,-50,-43177,32877,40239,-7362,61574
2012:Q2,61042,1385,228,-559,-44,5264,-510,5795,-7112,-346,7437,-601,36629,-15472,34212,28649,5563,61110
2012:Q3,60579,1527,517,1882,149,-14564,1715,-8302,-10339,340,2022,-228,-56445,13703,114038,110846,3192,60646
2012:Q4,60115,927,485,953,75,14740,869,5268,-1859,358,10104,100,5965,13141,23729,26105,-2376,60183
2013:Q1,59179,760,476,695,55,17739,633,12983,3411,361,351,-1039,-81154,11124,110523,109575,948,59134
2013:Q2,58483,-1621,348,-2986,-236,21827,-2721,1831,-3915,438,26194,-408,-16851,14668,43742,44019,-277,58436
2013:Q3,57786,1046,123,1765,140,8103,1609,-3505,-226,46,10179,-1497,-53486,6696,94896,94730,166,57739
2013:Q4,57088,3772,433,5799,457,25558,5284,-3094,-99,24,23443,-1054,-78585,4730,95978,97094,-1116,57041
2014:Q1,57566,-879,-95,-1082,-85,6478,-986,1289,2786,-60,3449,943,-45997,11519,86764,84432,2332,57531
2014:Q2,57343,-1344,-150,-1771,-140,37723,-1614,12367,8824,-33,18179,2120,-24795,8315,37385,35772,1613,57309
2014:Q3,57121,662,-434,-1778,-140,12797,-1621,942,485,-59,13050,-1817,23801,9451,14579,17972,-3393,57086
2014:Q4,56899,3805,-75,2959,233,-2096,2697,-2677,-778,-12,-1326,490,-39463,14842,76204,72620,3584,56864
2015:Q1,57728,428,-461,-2131,-168,-18851,-1942,-24706,-13564,-6,21367,568,15103,10666,52574,50644,1930,57711
2015:Q2,57933,4702,27,4311,340,28784,3929,13316,6149,43,5347,460,7991,8261,3057,6133,-3076,57916
2015:Q3,58139,-2353,-217,-2487,-196,-20184,-2267,-16991,-7879,45,6908,233,62691,11398,9254,10032,-778,58122
2015:Q4,58344,-62,-69,346,27,14505,316,6184,4401,44,3560,-1396,-63170,-95,108258,105840,2418,58327
2016:Q1,58214,-1776,-180,-1774,-140,-4011,-1616,-8101,-2775,43,8438,404,13152,-3635,56174,58353,-2179,58220
2016:Q2,58294,3512,163,4770,377,-10313,4346,11239,8464,-1,-34361,760,-31857,21080,69802,55658,14144,58301
2016:Q3,58373,-2121,126,2144,169,2957,1954,20588,-2754,46,-16877,8998,-39537,-2332,87969,76046,11923,58381
2016:Q4,58453,2261,381,7749,611,16681,7062,24355,-3159,137,-11714,-3646,-35242,3965,65693,54711,10982,58461
2017:Q1,57540,-5625,-79,-2339,-185,12419,-2132,20672,-2490,11,-3642,-4143,-35277,2413,90356,74110,16246,57560
2017:Q2,57227,-4581,-18,-1003,-79,6272,-914,21775,-1533,-14,-13042,-2122,2067,2282,54409,40525,13884,57248
2017:Q3,56915,643,-61,1872,148,11543,1706,4197,2509,327,2804,-4114,-5376,3935,48325,40481,7844,56936
2017:Q4,56601,-838,-196,-969,-76,22297,-883,24216,10169,341,-11546,2747,-23294,885,56045,50710,5335,56624
2018:Q1,57068,417,-82,1439,113,43882,1311,15967,6268,413,19923,539,3862,15087,-8189,-16946,8757,56998
2018:Q2,57032,-308,-149,48,4,-16867,43,8601,4450,336,-30297,1985,-24351,11896,84774,74862,9912,56961
2018:Q3,56995,-362,-27,-724,-57,429,-660,-1716,-1805,-670,5280,3116,-44756,-15468,114844,119725,-4881,56923
2018:Q4,56958,-1400,-106,-2804,-221,29444,-2555,29958,3825,642,-2426,-212,-17011,14496,34772,45561,-10789,56885
2019:Q1,57212,1319,105,2705,206,-8900,2466,1887,1036,-1000,-13289,325,21120,-22279,62611,64956,-2345,57161
2019:Q2,57300,5126,1807,-5151,-362,-45262,-2588,20020,1068,0,-63762,-710,-95048,-38041,234941,64955,169986,57248
2019:Q3,57388,5378,59,294,8307,-54346,-5213,-50118,29947,0,-28962,148,67942,82908,-53302,64585,-117887,57336
2019:Q4,57477,-7545,2376,4557,-4858,-31763,735,-4294,-9331,0,-18873,-1133,-39280,-14704,149827,64586,85241,57424
2020:Q1,57088,-430,-218,7527,-172,6507,4044,-30701,3011,0,30153,450,7704,-2597,38317,64573,-26256,57057
2020:Q2,56997,-1548,-1481,-1501,-2437,-4021,-6070,-37640,12551,0,27138,-985,-51002,-9995,129967,64575,65392,56963
2020:Q3,56904,1332,-312,1142,-1262,35004,5,30354,13141,0,-8496,289,67360,-243,-46406,66230,-112636,56869
2020:Q4,56810,6941,1,-6758,5055,48007,-1705,42319,-2331,0,9724,-635,-52851,24521,32529,66230,-33701,56775
2021:Q1,59425,-3702,-32,1726,10437,44800,6585,11177,3271,0,23767,367,-55512,-25843,87184,65888,21296,59838
2021:Q2,60580,743,81,-2189,5337,58633,2453,45360,-3919,0,14739,-320,-35205,-14189,47689,65877,-18188,61007
2021:Q3,61746,6227,-391,7702,-8922,-2903,1479,-2084,6979,0,-9277,-306,-4468,6339,58468,58225,243,62176
2021:Q4,62905,-3526,482,-3774,12847,50461,1220,24560,3223,0,21458,-26,-16621,-96556,119618,58220,61398,63344
2022:Q1,67528,-504,-2222,-1789,-7347,35647,3024,-6401,5854,0,33170,-46,-28878,4837,67830,58303,9527,67868
2022:Q2,70029,-226,1676,-3952,676,7979,497,3063,-5664,0,10083,396,-65012,11571,116921,58297,58624,70378
2022:Q3,72528,-1636,-1750,797,13368,4452,-9319,-10751,-8491,0,33013,710,7917,1126,47544,58289,-10745,72889
2022:Q4,75034,683,6385,1044,14378,-15363,-3369,-13541,-5137,0,6684,-1285,43440,-40032,65784,58289,7495,75399
2023:Q1,75017,-1856,-3686,-788,5910,29923,61,29283,-9387,0,9966,135,-67209,55932,56656,58282,-1626,75399
2023:Q2,75011,4888,-2742,-6173,-36634,-5876,597,2835,15381,0,-24689,-897,44616,-24818,102647,58282,44365,75399
2023:Q3,75007,518,2812,2519,37098,5816,1581,30001,-15059,0,-10707,-228,9246,-6426,23652,58281,-34629,75399
2023:Q4,74995,-5139,-487,-946,5528,22371,-1475,18745,4899,0,202,-651,-24925,-6061,85305,58273,27032,75399
2024:Q1,74992,-397,-1025,-1347,2975,18053,191,20210,-1041,0,-1307,-410,-25810,2156,80797,58268,22529,75399
