date,FL102000005.Q,LM102010005.Q,LM105035005.Q,LM105015205.Q,LM105013765.Q,LM105020015.Q,FL104090005.Q,FL103091003.Q,FL103020005.Q,FL103030003.Q,FL103034000.Q,FL102051003.Q,LM104022005.Q,FL103069100.Q,LM103061103.Q,LM103061703.Q,LM103062003.Q,LM123063003.Q,FL104023005.Q,FL103065005.Q,FL103066005.Q,LM103092305.Q,LM103064103.Q,LM103092105.Q,FL103092405.Q,LM103064203.Q,FL103070005.Q,FL103090005.Q,FL104194005.Q,FL104190005.Q,FL104122005.Q,FL103169100.Q,FL103162000.Q,FL103163005.Q,FL104123005.Q,FL103168005.Q,FL103169005.Q,FL103165005.Q,LM103192305.Q,FL103170005.Q,FL103178005.Q,FL103190005.Q,LM103181105.Q,LM103164105.Q,LM103192105.Q,FL102090005.Q,FL103164106.Q,FL104104016.Q,FL104104006.Q,FL102000115.Q,FL102010115.Q,FL105035045.Q,FL105013213.Q,FL105013715.Q,FL105020000.Q,FL102090115.Q,FL105012613.Q,FL105013613.Q
1963:Q3,889564,666517,378747,156603,30873,100294,223047,1000,29821,5117,0,0,21017,445,14602,1399,4571,0,10312,56,10256,1486,12268,36697,99,195,99420,5615,1088593,596161,88336,1111,0,87225,80360,42999,10195,27166,1236,71911,14713,339605,492432,487677,4755,293403,167.8347202828438,34.25781436194056,57.49650690937882,694182,471135,202002,135169,28683,105281,98021,4432,174469
1963:Q4,901525,673043,381280,158637,31624,101502,228482,731,33427,5687,0,0,21492,969,15128,1608,3787,0,11405,60,11345,1519,12666,37562,100,203,99080,4610,1076274,605851,89382,968,0,88414,84806,45623,10942,28240,1208,75976,15744,338735,470423,465779,4644,295674,159.10183840934653,37.02793462642455,58.91212471565246,706742,478260,204681,137536,29289,106754,100891,4573,176487
1964:Q1,907557,679498,383272,161028,32255,102943,228059,867,28846,6724,0,68,22638,1341,16148,1325,3824,0,10564,65,10499,1548,13226,38273,101,214,100167,4823,1102094,602353,90039,948,0,89091,85665,45036,11799,28831,1224,72804,15109,337512,499741,495027,4714,305204,163.73991729908658,35.159060533484045,57.569416640662574,713270,485211,207391,139994,29866,107960,110917,4723,178593
1964:Q2,923280,690345,389499,163549,32948,104349,232935,978,30806,6452,0,169,22000,1058,15240,1364,4338,0,11105,72,11033,1586,13568,39188,102,225,101853,4903,1122633,606741,91251,889,0,90362,88453,46688,12414,29351,1247,74377,14675,336738,515892,511094,4798,316539,162.9788415362247,34.83366252271804,56.77149964416394,724837,491902,210177,142520,30440,108765,118096,4865,180862
1964:Q3,937477,698493,392715,166037,33575,106166,238984,1243,30996,6309,0,135,21074,1729,14402,1152,3791,0,11260,79,11181,1620,13866,40064,102,238,107264,4813,1145688,611895,92139,1081,0,91058,89765,47295,12296,30174,1258,77360,15338,336035,533793,528953,4840,325582,163.95023897182205,34.0776878636772,55.87045068857036,738549,499565,213098,145215,31028,110224,126654,5000,183252
1964:Q4,953009,710024,399403,168605,34152,107863,242985,1097,32738,6671,0,309,20855,1694,14481,1000,3680,0,12365,84,12281,1658,13844,40974,103,253,107622,4496,1174370,623627,93533,1125,0,92408,94396,50264,12685,31447,1245,82924,16211,335318,550743,545955,4788,329382,167.2051256246833,34.12276466610527,57.05501152657635,752024,509039,216204,148056,31639,113140,128397,5124,185717
1965:Q1,966788,721519,403902,172028,34807,110782,245269,1033,29399,7704,0,280,21054,995,14092,1078,4889,0,11493,86,11407,1718,14085,42446,104,270,110418,5265,1192436,627677,94189,847,0,93342,98088,52461,13442,32185,1281,82781,15891,335447,564759,559834,4925,339111,166.54107563393455,34.045812322790624,56.70026205068615,765010,519741,219605,151405,32310,116421,137333,5233,188372
1965:Q2,983789,732901,409066,175140,35641,113054,250888,822,30209,8601,0,198,19512,678,12320,1059,5455,0,12125,86,12039,1773,13763,43805,107,289,113626,6058,1180885,636507,95668,727,0,94941,102187,55467,14108,32612,1282,85261,15316,336793,544378,539451,4927,347282,156.7537389927882,36.34519688511858,56.97245506171377,781164,530276,223415,154821,33026,119014,144657,5334,191324
1965:Q3,1001310,744517,413283,179329,36578,115327,256793,892,29266,9212,0,336,19162,893,11829,1254,5186,0,12131,86,12045,1809,14731,44718,107,309,119193,4927,1235219,642233,97560,926,0,96634,103579,56660,13777,33143,1313,88536,16329,334916,592986,587928,5058,359077,165.141598414099,33.919732057331586,56.01558769725694,799562,542769,227298,158623,33791,123057,157329,5429,194333
1965:Q4,1037846,761547,423994,182462,37500,117591,276299,781,33053,8993,0,593,19756,1370,12548,1238,4600,0,13314,88,13226,2074,15148,51270,111,330,120892,9984,1285475,656559,98057,797,0,97260,110140,61141,14894,34105,1329,94592,18294,334147,628916,623812,5104,381287,164.9457454879636,33.104032586291574,54.603693336037026,831558,555259,231422,162641,34612,126584,174999,5522,197660
1966:Q1,1051274,772898,426137,187011,38563,121187,278376,884,27944,9886,0,512,20617,2375,12958,1216,4068,0,12265,93,12172,2112,15646,52197,118,351,124146,11698,1273517,662034,101043,820,0,100223,112570,62119,15760,34692,1354,93372,18132,335563,611483,606267,5216,389240,157.0966222733186,34.933633049791275,54.87955755857779,846371,567995,235744,167050,35493,129708,184337,5748,201110
1966:Q2,1079850,796018,438945,192569,39605,124899,283832,917,28747,9708,0,439,19245,2473,11330,1382,4060,0,12891,100,12791,2169,15829,53625,126,370,128445,11321,1259687,673343,103651,861,0,102790,118667,66583,16261,35823,1375,95670,15594,338386,586344,581050,5294,406507,144.23969273145497,37.9160455705806,54.68998762692389,865682,581850,240044,171727,36428,133651,192339,5961,204591
1966:Q3,1098833,811013,443923,198051,40591,128448,287820,932,27617,9774,0,481,18339,1952,10774,1107,4506,0,12560,108,12452,2214,15179,54715,131,393,133794,11691,1214604,686113,106689,1466,0,105223,119911,67759,15365,36787,1369,98923,16562,342659,528491,523227,5264,412720,128.05082479040698,42.876714839414525,54.903986994901125,884328,596508,244446,176354,37399,138309,198215,6162,208200
1966:Q4,1121961,833092,454030,204456,41644,132962,288869,885,32371,8603,0,895,18572,2852,11054,1027,3639,0,13511,114,13397,2207,16847,54524,136,425,133268,6625,1251068,697664,109096,1622,0,107474,123832,69715,16422,37695,1434,103800,17414,342088,553404,547891,5513,424297,130.42843028324066,42.08998933432266,54.89731239514046,899872,611003,248727,181041,38397,142838,202208,6342,211698
1967:Q1,1134342,846996,458416,209627,42685,136268,287346,951,29265,9556,0,568,18078,3495,10445,793,3345,0,12509,115,12394,2258,18608,55795,138,469,133760,5391,1327247,696024,113294,2677,0,110617,125362,70151,16930,38281,1474,99739,16730,339425,631223,625556,5667,438318,144.0104117681338,37.80857891944988,54.448290185579594,911643,624297,253059,185225,39402,146611,215619,6491,215269
1967:Q2,1149809,861279,464959,214766,43940,137613,288530,843,31172,8777,0,667,15334,3418,7908,686,3322,0,13006,113,12893,2290,18388,56591,140,523,135559,5240,1347765,700616,117478,3242,0,114236,128543,73315,16578,38650,1518,100977,11296,340804,647149,641312,5837,449193,144.06926108319902,38.016139956583025,54.76957192780395,923638,635108,257298,189408,40393,148009,223022,6661,218719
1967:Q3,1172894,877630,472339,219926,45293,140073,295264,827,32297,9099,0,605,14993,3916,7287,684,3106,0,12806,111,12695,2336,19289,57717,147,581,139850,4717,1391239,706705,122009,3264,0,118745,127536,72504,16088,38945,1546,103648,11866,340100,684534,678588,5946,466189,146.83612892588135,36.4547444807112,53.52873560529772,941908,646644,261594,193392,41405,150253,235203,6822,222246
1967:Q4,1207167,898793,483207,225542,46791,143253,308374,1055,34817,9682,0,670,16871,3952,8614,1005,3300,0,13793,112,13681,2452,18911,60585,153,635,141598,7152,1442679,724430,125166,3034,0,122132,130088,76269,16575,37243,1567,109723,13225,344661,718249,712221,6028,482737,148.78673915263522,35.53834230418558,52.87634066329922,967460,659086,265892,197672,42441,153081,243030,6958,225830
1968:Q1,1231154,917425,492619,230752,48364,145691,313729,1357,33207,9375,0,1103,19243,3819,9950,1184,4290,0,12825,201,12624,2494,18496,61653,161,692,144408,8715,1397399,738359,128216,3482,0,124734,134421,76063,17656,40702,1640,108829,17667,347586,659040,652734,6306,492795,133.7349967531602,39.85139884641071,53.295266953336295,985762,672033,270238,202289,43511,155995,247403,7057,229568
1968:Q2,1257348,936539,501875,236831,49677,148156,320809,1749,35000,8129,0,1067,18304,4603,8627,1333,3741,0,13371,331,13040,2545,21318,62888,170,759,149697,5812,1480857,743332,131662,3400,0,128262,138817,79900,17958,40959,1668,113445,13031,344709,737525,731114,6411,514016,143.4828573111867,36.67381489836139,52.62063750118462,1005872,685063,274436,206639,44623,159365,262540,7118,233302
1968:Q3,1282708,955048,510628,243050,51014,150356,327660,1832,34846,8539,0,1021,17515,5071,7879,1364,3201,0,12999,415,12584,2607,22906,64425,178,816,156494,3482,1490829,755788,136491,4928,0,131563,139638,80567,17507,41564,1691,119316,12930,345722,735041,728536,6505,526920,139.49773626856575,37.56651238639097,52.40443437406576,1026584,698924,278661,211214,45759,163290,270796,7164,237013
1968:Q4,1325558,980641,524866,250075,52548,153153,344917,1587,37531,9056,0,1121,19274,5099,8959,1434,3782,0,14378,582,13796,2752,24109,68028,185,845,160123,5928,1625754,776056,139274,4249,0,135025,147531,86632,18296,42604,1702,126213,14330,347006,849698,843150,6548,549502,154.63042052741525,33.75374800878962,52.19356248975544,1057307,712390,283350,216128,46920,165992,281251,7228,240936
1969:Q1,1356597,1003661,536332,255934,54274,157121,352936,1856,36754,7692,0,2202,20976,6207,9399,1770,3600,0,13480,678,12802,2813,25548,69504,194,845,165141,5931,1600429,790237,143342,4880,0,138462,150757,87858,19325,43573,1765,126219,15517,352637,810192,803399,6793,566360,143.05243887723555,36.29986902997804,51.927847956625904,1081870,728934,288468,221337,48091,171038,291633,7330,244987
1969:Q2,1389762,1028667,550673,262232,55879,159882,361095,1809,40552,4593,0,1946,19656,6806,7949,1601,3300,0,14020,854,13166,2883,26502,71268,207,816,171408,5435,1589149,807700,146673,4914,0,141759,158106,92425,22533,43148,1811,131262,12220,357628,781449,774485,6964,582062,134.25533979462202,39.00177937202679,52.36197142186336,1107178,746083,293998,226569,49302,176214,299478,7447,249142
1969:Q3,1424181,1054994,563559,269569,57671,164195,369187,1618,41094,3525,0,2868,17611,7206,5786,1569,3050,0,14034,984,13050,2947,27077,72834,230,777,179673,4899,1577046,825934,150311,5778,0,144533,160716,91908,25853,42955,1860,137469,12507,363071,751112,743955,7157,598247,125.5521239252133,41.40890483197112,51.98975951071002,1132853,763666,299877,231883,50518,181388,306919,7571,253633
1969:Q4,1467876,1084257,580412,276657,59291,167897,383619,1173,43122,3652,0,3311,17750,7628,5646,1676,2800,0,15264,1237,14027,3104,28569,76695,253,745,182946,7035,1559910,847224,152431,5356,0,147075,167846,96543,27576,43727,1979,145730,12628,366610,712686,705075,7611,620652,114.82862822605695,44.93939885349281,51.603295236502156,1164289,780670,305520,237000,51731,186419,317065,7686,258179
1970:Q1,1495274,1107192,592236,284026,61110,169820,388082,1172,40690,4348,0,3762,17562,8156,5255,1476,2675,0,14253,1248,13005,3185,28802,78735,28,719,186944,7882,1545629,859798,157352,7044,0,150308,182281,94260,31125,56897,2102,143498,12846,361719,685831,677754,8077,635476,107.9239971497155,49.521445373862925,53.44552329378575,1182775,794693,310902,241956,52899,188936,322977,7788,262719
1970:Q2,1537085,1143523,617943,290895,62472,172213,393562,1220,39393,5311,0,1259,19033,8432,6065,1486,3050,0,14725,1430,13295,3284,24169,81139,29,688,189675,13637,1434763,884664,163008,6895,0,156113,189143,97671,33717,57755,2147,146363,10054,373949,550099,541846,8253,652421,84.31662507368353,64.01584807387073,53.976002608184444,1201012,807450,316194,246777,53995,190484,316348,7887,267375
1970:Q3,1556493,1158881,622640,297162,63925,175154,397612,1141,40512,5325,0,63,18488,8433,6966,1164,1925,0,15299,1620,13679,3346,28916,82711,30,662,192568,8551,1530409,888115,168834,7361,0,161473,188953,99467,30461,59025,2220,148279,10159,369670,642294,633751,8543,668378,96.09745428959869,55.70455304555201,53.53065740017458,1217118,819506,321402,251565,55037,191502,329003,7988,272018
1970:Q4,1593968,1183462,638015,303944,65365,176138,410506,798,44059,5347,0,234,19056,9389,6283,1209,2175,0,16624,1962,14662,3523,32658,87083,31,645,191389,9059,1610059,898789,174363,7133,0,167230,191008,102658,28035,60314,2286,153602,9996,367534,711270,702482,8788,695179,102.31468192175343,51.36882000139865,52.55784479138909,1242045,831539,326615,255637,55992,193295,343256,8103,276597
1971:Q1,1629437,1212547,654191,311069,66876,180411,416890,1082,39955,7544,0,1318,19163,9954,5735,1049,2425,0,17822,2154,15668,3468,35609,85682,32,645,193247,11323,1685591,901841,181120,8333,0,172787,191040,100885,28661,61494,2327,151671,11698,363985,783750,774797,8953,727596,107.71773762787853,47.48459213407728,51.1493283686536,1261288,844398,331862,259845,56931,195760,359447,8229,281196
1971:Q2,1666101,1240575,672201,316954,67875,183545,425526,1102,40676,8824,0,6,20525,9791,7130,929,2675,0,18605,2425,16180,3556,35451,87863,33,659,196592,11634,1702572,914838,185270,6856,20,178394,196659,103924,30091,62645,2359,153719,10799,366032,787734,778662,9072,751263,104.85461954409365,48.48455880631166,50.83829967399045,1281192,855666,337113,264232,57868,196453,366354,8373,285833
1971:Q3,1703957,1266588,690481,321244,68843,186020,437369,1239,40734,9265,0,1063,20548,10510,6211,902,2925,0,19148,2735,16413,3641,35026,90017,34,677,201971,14006,1700879,926451,189398,7434,53,181911,199256,105865,29810,63581,2292,156998,12131,366376,774428,765605,8823,777506,99.60411136346565,50.185950815945226,49.98727033952818,1306171,868802,342498,268565,58821,198918,379720,8527,290558
1971:Q4,1749132,1289214,707036,325368,69750,187060,459918,1234,42581,9509,0,1077,24418,11275,9057,911,3175,0,20394,3080,17314,3873,36422,95705,36,690,203801,20178,1776049,943137,192699,6247,86,186366,202548,107678,29248,65623,2307,167228,13086,365269,832912,824038,8874,805995,103.33957283235769,47.45363509040727,49.03838379585267,1341464,881546,348148,273209,59834,200355,398327,8694,295411
1972:Q1,1794829,1322520,728970,332609,71262,189679,472309,1421,40251,11740,0,2565,23843,12388,7207,823,3425,0,19485,3438,16047,3755,37700,92802,36,701,210218,27792,1831097,950177,196912,7538,126,189248,208001,108691,30562,68748,2260,166069,14398,362537,880920,872231,8689,844652,104.29387259519936,45.96481847270664,47.938489216539324,1372556,900247,354232,278303,60943,206769,422379,8912,300552
1972:Q2,1831543,1348853,743305,339251,72667,193630,482690,1626,40246,12324,0,3111,22902,13219,5200,808,3675,0,20440,3835,16605,3817,37135,94309,37,711,215549,30483,1847153,963080,201580,8126,293,193161,214020,112809,30838,70373,2309,168842,12257,364072,884073,875195,8878,868463,101.79746912924482,47.00965802552578,47.85464211629816,1401823,919133,360547,283641,62117,212828,438743,9136,305853
1972:Q3,1871314,1376311,758906,345273,74039,198093,495003,1820,43158,10941,0,2103,23241,13513,4828,975,3925,0,21229,4272,16957,3894,37755,96238,37,721,222993,30873,1881757,978875,204465,7761,466,196238,217403,114580,30460,72363,2386,177323,13824,363474,902882,893709,9173,892439,101.17019896904826,46.72464802585361,47.27141937534358,1434562,939559,367030,289152,63304,220073,455687,9365,311221
1972:Q4,1956680,1404128,775700,350690,75345,202392,552552,2172,44938,11890,0,2688,26327,14235,6881,1036,4175,0,22896,4898,17998,4685,39717,115780,41,732,230207,50479,2046819,1004390,206450,6968,634,198848,230383,121936,33116,75331,2465,190373,15521,359198,1042429,1032948,9481,952290,109.46554151346885,41.90526446122993,45.87182466513656,1512057,959505,373797,295473,64513,225722,507667,9605,316732
1973:Q1,2012061,1441360,793184,359006,77197,211973,570701,2722,41062,15583,0,6514,24727,13258,5947,1097,4425,0,22376,5350,17026,4067,41532,100509,42,743,240370,70454,2010123,1029102,207245,5871,955,200419,243384,130435,35284,77665,2659,191868,17634,366312,981021,970789,10232,982959,99.80284185448967,45.934647761794565,45.84408386212072,1554648,983947,380999,302444,65746,234758,525546,9811,322529
1973:Q2,2080123,1490555,819298,370024,79165,222068,589568,3005,41060,17879,0,6345,24502,13437,4759,1256,5050,0,24162,6183,17979,4173,42579,103102,45,754,251373,70589,1980190,1065220,211128,6032,1490,203606,257992,136506,37122,84365,2895,203022,15760,374423,914970,903834,11136,1014903,90.15344790471403,51.27166438372286,46.22317324005941,1599056,1009488,388712,310015,67009,243752,533836,10005,328613
1973:Q3,2149773,1542214,851932,380506,81427,228349,607559,2729,42702,17271,0,9501,21890,13633,1923,1659,4675,0,25120,7038,18082,4243,48182,104878,49,765,264071,66158,2053875,1088643,214618,6335,1979,206304,271586,137202,39100,95284,2992,211491,17565,370391,965232,953723,11509,1061130,90.96268934427167,50.37175465362462,45.819502702835265,1643772,1036213,396811,317730,68314,253358,555129,10191,335101
1973:Q4,2241084,1597325,883295,389100,84044,240886,643759,3329,46315,16623,0,11262,23431,14876,2482,2035,4038,0,26604,7448,19156,4679,46857,115623,51,775,269317,78893,1960539,1139397,219254,8382,2430,208442,287062,140013,40752,106296,3011,228428,19305,382337,821142,809566,11576,1101687,74.53497054464191,61.65998926189099,45.95825483417982,1707949,1064190,404878,325707,69706,263899,568552,10365,341827
1974:Q1,2314380,1657268,911389,403183,86977,255720,657112,3729,42253,18791,0,12472,24079,16212,968,2330,4569,0,25943,7808,18135,4636,52182,114556,52,785,281929,75705,1955742,1158376,224325,9235,2841,212249,295847,144446,43064,108337,3383,228286,22325,384210,797366,784355,13011,1156004,68.97603249822316,65.23626352525945,44.997386329809466,1752558,1095446,413141,333823,71149,277333,594182,10613,348867
1974:Q2,2414382,1742679,956293,422553,89859,273975,671703,3529,42598,19179,0,10046,23788,15131,1492,2607,4558,0,27186,7854,19332,4707,54194,116340,56,794,297374,71912,1934525,1197682,230873,9967,3265,217641,309818,155996,44885,108937,3489,238995,21308,393199,736843,723428,13415,1216700,60.56075524604508,73.37938269917608,44.439108357506775,1798605,1126902,421743,342235,72649,290275,600923,10852,356382
1974:Q3,2533070,1843821,1010504,449238,92786,291293,689249,3129,45449,19045,0,8630,26587,16933,1981,3080,4593,0,27745,8027,19718,4870,44800,120347,60,804,305285,82498,1797607,1242433,237971,12569,3596,221806,312847,160249,46427,106172,3814,248794,25444,413563,555174,540503,14671,1290637,43.015497348269044,99.21546813643963,42.678027065302906,1850627,1161378,430223,351246,74220,305689,608194,11075,363933
1974:Q4,2631826,1944114,1062857,479746,95674,305837,687712,4946,47772,20464,0,5485,26740,16520,2613,2953,4654,0,28324,8048,20276,4987,53476,123237,65,816,245519,125881,1740855,1167885,244828,12513,4078,228237,320394,164975,50091,105327,3981,165205,24516,408961,572970,557656,15314,1463941,39.13887074258669,98.64772778217599,38.609606667164634,1881737,1194025,438758,359955,75786,319526,713852,11257,371736
1975:Q1,2823362,2012358,1104445,506505,97887,303521,811004,2170,52231,19761,0,1453,22971,6255,6488,3999,6229,0,34514,15588,18926,5135,62821,126873,67,832,262584,219592,2125899,1425500,255988,14009,4508,237471,312367,156193,50686,105487,4005,153059,22901,677180,700399,684995,15404,1397862,50.105027540225386,81.1472950635248,40.658874539727066,2028613,1217609,446699,367628,77283,325999,603113,11362,379233
1975:Q2,2888754,2061492,1132710,526607,100425,301750,827262,1739,54311,21958,0,794,25659,6685,8123,3555,7296,0,34461,14758,19703,5287,69226,130649,71,851,269070,213186,2231361,1423647,262522,11658,5319,245545,310171,152390,51207,106575,4164,153416,18582,674792,807714,791700,16014,1465107,55.13003614763098,70.90294557203646,39.088819523598815,2052685,1225423,454115,375154,78778,317376,629038,11453,386487
1975:Q3,2924241,2096067,1149771,538611,102047,305638,828174,1760,53584,24292,0,813,25362,7267,9192,3484,5419,0,33811,13728,20083,5331,58781,131735,75,871,285011,206748,2169337,1451569,266725,11780,5920,249025,306528,146912,51417,108200,4161,163619,20917,689619,717768,701766,16002,1472672,48.73916332534225,79.86606165124678,38.9260502297197,2066266,1238092,461583,382917,80343,313249,614697,11540,393826
1975:Q4,2970201,2132839,1170930,551086,103649,307174,837362,2622,58272,24130,0,1189,30745,8371,14264,3264,4846,0,34256,13044,21212,5484,60832,135561,84,890,271441,211856,2229282,1457329,270946,9616,6678,254652,309037,146873,52700,109465,4434,176372,22292,674248,771953,754897,17056,1512872,51.0256586201927,75.13195114141983,38.33657290411087,2096125,1258763,469289,391012,82006,316456,638796,11631,401190
1976:Q1,3046991,2175056,1189770,565899,105145,314242,871935,3182,58428,24945,0,3107,35755,9324,19259,3088,4084,0,33220,12914,20306,5626,68056,139041,89,912,290075,209499,2361521,1475110,278936,10926,6985,261025,303887,138832,55715,109340,4714,167962,25583,694028,886411,868276,18135,1571881,56.39173032849234,65.75091933859963,37.07808112192762,2153950,1282015,477377,399492,83867,321279,678840,11691,408812
1976:Q2,3138953,2236703,1225909,577934,107884,324976,902250,3298,59066,26347,0,1329,36008,9073,20432,3029,3474,0,34104,12785,21319,5700,67776,140857,93,942,305080,221650,2410845,1504258,285306,11818,7487,266001,310665,140841,58008,111816,4897,176210,22915,704265,906587,887750,18837,1634695,55.45907917333138,65.73789399294704,36.457630676429154,2208970,1306720,485634,408330,85860,326896,704712,11756,416498
1976:Q3,3218482,2295750,1258746,592425,110517,334062,922732,2709,58507,25462,0,1961,35022,9486,18534,3018,3984,0,34442,12658,21784,5812,67108,143610,95,964,317988,229052,2457496,1540646,290926,10889,8360,271677,313259,139509,59147,114602,5063,182625,26002,722771,916850,897381,19469,1677836,54.64480831336793,65.8979040614311,36.00978335689612,2258920,1336188,494139,417801,88006,336242,718274,11818,424356
1976:Q4,3340682,2355293,1292062,609268,113360,340602,985389,3439,62967,28783,0,1459,39154,10511,21547,2868,4228,0,36031,12531,23500,8244,67205,203740,102,964,302449,230852,2521446,1559905,297550,11049,9163,277338,322692,141923,63866,116902,8872,195180,27790,707821,961541,927412,34129,1780777,53.995600457706715,64.50499202900514,34.82985777125718,2353473,1368084,502809,428037,90294,346944,793568,11900,432303
1977:Q1,3428941,2426145,1331389,627513,115677,351565,1002796,3897,58578,27955,31,1701,39768,10494,22381,2789,4104,0,34396,13176,21220,8303,64801,205216,107,941,325485,231617,2492720,1600867,306725,12083,11928,282714,329223,143995,67140,118088,9034,196568,29197,730120,891853,857111,34742,1828074,48.78649316015529,71.3064061146283,34.78789494186569,2400784,1397988,511747,439931,92655,353655,799917,11990,440443
1977:Q2,3506943,2483877,1361526,645622,118568,358162,1023066,4744,60714,29290,74,1848,34028,9442,17508,2682,4396,0,35962,13829,22133,8437,69475,208534,111,895,338436,230518,2540203,1622733,313376,12914,14079,286383,341281,149397,70964,120920,9202,204530,23478,730866,917470,882073,35397,1884210,48.69254751196932,71.3545842421275,34.744364834066104,2455722,1432656,521313,452590,95138,363615,832989,12102,449111
1977:Q3,3602292,2551267,1396992,665410,121706,367160,1051025,4914,60460,29897,130,2167,33482,8984,17055,2375,5068,0,37056,14491,22565,8520,69931,210540,113,841,355283,237691,2547895,1666491,321380,13175,15713,292492,346879,150423,71302,125154,9385,210061,26812,751974,881404,845309,36095,1935801,45.53174374215792,75.8175739994565,34.52106350495349,2518849,1467824,531335,465926,97669,372894,852358,12220,458172
1977:Q4,3716624,2619194,1430747,687076,124876,376495,1097430,5686,66717,35456,200,2115,32988,9390,16556,2672,4370,0,39516,15155,24361,11302,72035,224410,121,790,346406,259688,2572682,1713628,330331,12808,17377,300146,364205,155505,77648,131052,10368,227047,29134,752543,859054,819176,39878,2002996,42.88845365933213,80.84894791546232,34.674863560780636,2604874,1507444,541744,480475,100190,385035,891246,12346,467577
1978:Q1,3820861,2695322,1466860,708934,128497,391031,1125539,7097,59929,35080,255,2376,31857,10332,14993,2897,3635,0,38680,15605,23075,11458,67468,228662,128,738,366132,275679,2580499,1765757,336927,13719,18702,304506,376303,163617,78546,134140,10622,229719,32136,780050,814742,773891,40851,2055104,39.6448027940188,87.54062017751234,34.705306234035795,2675007,1549468,552466,495182,102697,399123,909250,12483,477238
1978:Q2,3939160,2788870,1517556,733107,131814,406393,1150290,7450,62348,35386,268,2272,31087,9330,13970,3358,4429,0,39764,16057,23707,11594,72135,231986,132,667,389338,265863,2670644,1794933,346165,14419,20838,310908,390920,170004,82257,138659,11049,241512,27075,778212,875711,833210,42501,2144227,40.84039757093824,84.16985276840371,34.375302505489444,2741106,1590816,564961,511994,105346,408515,946173,12640,488596
1978:Q3,4065942,2878314,1566328,758101,135597,418288,1187628,6457,63256,34266,349,2038,29508,9061,12692,2779,4976,0,40817,16502,24315,11349,77307,233865,137,615,415102,272562,2767475,1827269,354093,14992,23017,316084,394491,169128,83421,141942,11542,247814,30596,788733,940206,895811,44395,2238673,41.99836787876592,79.61913756350314,33.438738295820755,2822971,1635343,578780,529262,108146,419155,995702,12816,501223
1978:Q4,4234679,2979762,1620823,783664,139760,435516,1254917,8317,73015,38182,610,2509,31966,9512,15070,2773,4611,0,43474,16976,26498,13023,72345,259898,143,618,407281,303536,2803257,1897003,361647,15499,25041,321107,407961,174642,89550,143770,12979,271823,34055,808538,906254,856335,49919,2337676,38.76729748639816,84.92193383829554,32.92193872229425,2945431,1690514,593534,547349,111204,438427,1048428,13014,514750
1979:Q1,4390019,3090854,1675601,815011,144045,456196,1299165,12524,70571,36026,1028,3434,31664,8896,14519,3364,4885,0,42864,17772,25092,13463,76954,265044,149,680,438034,306730,2920495,1958791,370486,17665,27366,325455,422267,181089,93963,147215,13211,275152,38940,838735,961704,910897,50807,2431228,39.55631405786858,82.43213918733426,32.6071158615613,3046363,1747198,608414,566830,114538,457416,1087572,13252,528363
1979:Q2,4541349,3209557,1736602,845869,149213,477873,1331792,11273,68771,33981,1581,2949,34343,8604,17689,3430,4620,0,44358,18576,25782,13984,78445,271605,160,800,459209,310333,2977804,2003749,381010,20564,29681,330765,437653,191031,99016,147606,13756,289137,34071,848122,974055,921144,52911,2537600,38.384892582016924,84.04689792402314,32.261311486653696,3131857,1800065,623837,585870,118062,472296,1128108,13510,542513
1979:Q3,4726235,3330947,1804868,876174,154421,495484,1395288,9777,68762,37659,2246,2685,28160,7732,13855,2570,4003,0,45939,19389,26550,14725,83852,277424,166,939,490540,332414,3105537,2069338,390698,23828,32325,334545,447273,199241,99700,148332,14309,305384,38687,872987,1036199,981163,55036,2656897,39.000348126010444,80.8696997347011,31.539464424992776,3249833,1854545,640615,605820,121769,486341,1180495,13781,557941
1979:Q4,4900537,3440780,1860176,906981,159871,513752,1459757,10080,79073,40414,3000,3116,29316,9586,13472,1800,4458,0,48500,20202,28298,16695,83307,306867,176,1060,479655,358498,3214646,2136787,397935,24518,35028,338389,457048,205212,105883,145952,16399,327378,40986,897041,1077859,1014783,63076,2763750,38.99987909775004,79.322304098494115,30.935602695962327,3368798,1909041,658510,625315,125578,499638,1232011,14043,574354
1980:Q1,5051514,3567124,1912088,948473,165568,540995,1484390,9174,76665,38748,3757,2334,34124,10176,14300,1933,7715,0,47228,22314,24914,17655,80503,311833,192,1177,511553,349447,3243600,2221765,412546,31052,37147,344347,466000,212470,109698,143831,16881,328407,46024,951907,1021835,956911,64924,2829749,36.11045000495374,85.97726089049263,31.04677580948999,3462799,1978409,677151,645599,129552,526107,1241034,14281,591433
1980:Q2,5182646,3683536,1970951,987529,171121,553935,1499110,8564,78363,36770,4432,3023,29518,9757,9914,1969,7878,0,50187,24427,25760,18631,91998,313827,201,1304,510604,351688,3387185,2241852,431934,36334,40024,355576,452178,201304,112178,138697,17867,321601,39592,978680,1145333,1076609,68724,2940794,38.9463850143729,77.19259169305116,30.063723963348526,3527666,2028556,695688,663353,133503,536012,1285814,14466,608396
