date,FL764090005.Q,FL763025000.Q,FL763013005.Q,FL762050005.Q,LM764022005.Q,FL763069175.Q,LM763061100.Q,LM763061705.Q,LM763061805.Q,LM763061503.Q,LM763061603.Q,LM763061403.Q,LM763061795.Q,LM763062000.Q,LM763063005.Q,LM763063673.Q,LM763063653.Q,LM763063663.Q,LM763063693.Q,LM763063095.Q,FL764023005.Q,FL763068005.Q,FL763069005.Q,FL763065005.Q,FL763066000.Q,LM763092305.Q,LM763064103.Q,LM763092100.Q,FL763094905.Q,LM763064203.Q,FL763040005.Q,FL763090005.Q,FL764194005.Q,FL764190005.Q,FL764110005.Q,FL713022003.Q,FL713068715.Q,FL764112005.Q,FL764116005.Q,FL763127005.Q,FL763123005.Q,FL763128000.Q,FL763129205.Q,FL763122605.Q,FL763130005.Q,FL762150005.Q,FL764122005.Q,FL763169175.Q,FL763163005.Q,FL763169305.Q,FL763178000.Q,FL763190005.Q,FL763194705.Q,FL763193005.Q,FL763181105.Q,LM763164105.Q,FL763194603.Q,FL763066303.Q,FL763139105.Q
1965:Q2,493994,4978,18229,1540,120087,2057,68573,8229,667,0,0,0,7562,36901,4327,0,0,0,0,4327,337587,95640,2684,192116,47147,10,1636,253,1801,0,0,7873,463595,459281,-797,1349,646,-2008,-784,139887,11796,13385,110966,3740,294440,2277,4201,2711,1490,5586,678,13009,0,13009,4314,4314,0,0,ND
1965:Q3,500437,5370,17797,2246,120551,2129,67578,8427,698,0,0,0,7729,38243,4174,0,0,0,0,4174,343397,94914,2651,197560,48272,11,1754,259,1814,0,0,7238,470717,465843,-975,1405,123,-1913,-590,137430,7370,13205,112915,3940,301135,3208,4195,2678,1517,5802,784,14264,0,14264,4874,4874,0,0,ND
1965:Q4,519172,4851,18447,2063,124611,1787,71192,8678,655,0,0,0,8023,38975,3979,0,0,0,0,3979,357548,103738,2714,202026,49070,11,1809,265,1828,0,0,7739,489039,483874,-984,2248,96,-2465,-863,147271,5525,14244,123437,4065,309744,2438,4331,2741,1590,5997,806,14271,0,14271,5165,5165,0,0,ND
1966:Q1,520100,5470,17941,2060,122358,1827,67623,9020,733,0,0,0,8287,39922,3966,0,0,0,0,3966,360969,102277,2710,205747,50235,11,1795,272,1863,0,0,7361,489843,484941,-883,1388,579,-2403,-447,139414,5120,14692,115652,3950,316438,2400,4371,2738,1633,5687,1062,16452,0,16452,4902,4902,0,0,ND
1966:Q2,534516,5234,18564,2059,120772,1499,64852,9546,756,0,0,0,8790,40898,3977,0,0,0,0,3977,375726,111704,2736,209618,51668,11,1744,278,1901,0,0,8227,503210,498709,416,1957,287,-1493,-335,145885,10997,14931,116160,3797,322171,2352,4457,2763,1694,6783,624,16021,0,16021,4501,4501,0,0,ND
1966:Q3,535464,5830,18070,2300,121216,1562,65036,8786,844,0,0,0,7942,41710,4122,0,0,0,0,4122,375941,108707,2696,212531,52007,12,1646,284,1926,0,0,8239,503284,499724,2954,1647,979,-472,800,139268,6000,13966,115277,4025,324352,2600,4417,2723,1694,7175,613,18345,0,18345,3560,3560,0,0,ND
1966:Q4,547137,5450,19794,2461,123936,1703,67624,9073,857,0,0,0,8216,41255,4281,0,0,0,0,4281,384056,114609,2882,214415,52150,12,1701,291,1939,0,0,7497,515724,510509,3238,2510,173,-1101,1656,148892,4992,15047,124602,4251,329201,2824,4605,2911,1694,6935,731,14083,0,14083,5215,5215,0,0,ND
1967:Q1,552356,5970,18619,3200,130538,2360,69590,9819,1006,0,0,0,8813,43648,5121,0,0,0,0,5121,382185,111685,2963,215551,51986,13,1845,309,1965,0,0,7712,520522,515513,152,1260,29,-2216,1079,142116,5520,14627,117819,4150,342349,3600,4890,2993,1897,5175,897,16334,0,16334,5009,5009,0,0,ND
1967:Q2,565981,4854,19505,3874,132439,2552,65673,10977,1073,0,0,0,9904,47121,6116,0,0,0,0,6116,392552,116515,3305,219070,53662,13,1907,328,1977,0,0,8532,533115,528612,1052,1345,53,-1372,1026,144689,5152,15207,120264,4066,353308,4411,5258,3338,1920,4302,558,15034,0,15034,4503,4503,0,0,ND
1967:Q3,582919,6252,20039,3900,141977,2816,72743,11219,1081,0,0,0,10138,48288,6911,0,0,0,0,6911,397437,115209,3317,223980,54931,14,2021,348,1983,0,0,8948,550789,545401,3184,1235,171,-126,1904,148972,7022,14283,123367,4300,361247,4700,5305,3350,1955,4122,639,17232,0,17232,5388,5388,0,0,ND
1967:Q4,611398,5931,21092,3919,147416,2650,75149,12302,1093,0,0,0,11209,50225,7090,0,0,0,0,7090,418769,131054,3454,228438,55823,15,2041,370,1993,0,0,9852,569568,564378,4614,2483,141,-237,2227,160896,5234,15564,135536,4562,368674,4979,5451,3488,1963,4386,647,14731,0,14731,5190,5190,0,0,ND
1968:Q1,606496,6250,21232,4317,150025,2935,74850,13107,1326,0,0,0,11781,51561,7572,0,0,0,0,7572,410912,119693,3469,231724,56026,16,1967,392,2029,0,0,9356,572747,566954,4374,1344,1390,-1392,3032,150756,5320,15716,125240,4480,377180,5700,5466,3503,1963,4269,660,18549,0,18549,5793,5793,0,0,ND
1968:Q2,618971,5190,21462,4685,148398,2620,71972,13050,1449,0,0,0,11601,52840,7916,0,0,0,0,7916,424568,126317,3429,236391,58431,17,2083,416,2043,0,0,10109,585241,578540,7012,1938,292,539,4243,155115,4970,16284,129459,4402,381174,6530,5602,3463,2139,4889,562,17656,0,17656,6701,6701,0,0,ND
1968:Q3,639067,6660,22413,5647,156075,3025,75546,13586,1521,0,0,0,12065,55648,8270,0,0,0,0,8270,432151,126479,3462,241452,60758,18,2096,442,2020,0,0,11545,605442,598583,9122,1770,1565,773,5014,160116,9040,14479,131997,4600,390575,7000,5718,3496,2222,5026,664,20362,0,20362,6859,6859,0,0,ND
1968:Q4,662741,7195,21859,6632,161380,2606,77213,13920,1523,0,0,0,12397,58842,8799,0,0,0,0,8799,450420,137361,3542,246769,62748,19,2131,469,2033,0,0,10603,625704,621157,8765,3482,188,1104,3991,173076,5010,16876,146354,4836,400659,7467,5799,3578,2221,5259,620,19512,0,19512,4547,4547,0,0,ND
1969:Q1,659651,6490,22066,7010,157368,2919,72145,14118,1690,0,0,0,12428,59034,9152,0,0,0,0,9152,453544,135529,3571,250915,63529,20,2137,498,2083,0,0,8435,623073,618209,11102,2034,997,499,7572,158410,5510,16681,131394,4825,402550,9300,5704,3607,2097,5331,774,25038,100,24938,4864,3964,900,0,ND
1969:Q2,673272,6258,20808,7308,153307,3069,66693,14464,1761,0,0,0,12703,60358,8723,0,0,0,0,8723,469921,143558,3904,256372,66087,21,2189,529,2110,0,0,10821,636452,631024,17031,1472,1049,3357,11153,165339,5639,16930,137956,4814,402124,11144,5952,3943,2009,6413,618,22403,200,22203,5428,3628,1800,0,ND
1969:Q3,674870,6950,22508,8683,151009,3145,65293,13944,1720,0,0,0,12224,60005,8622,0,0,0,0,8622,473017,140349,4186,261387,67095,23,2223,561,2110,0,0,7786,639764,633071,13284,2313,1526,2029,7416,162251,7610,16505,133136,5000,396218,13000,6242,4227,2015,7940,738,33398,300,33098,6693,3993,2700,0,ND
1969:Q4,689852,7320,22085,10107,151588,3021,65538,14741,1614,0,0,0,13127,59476,8812,0,0,0,0,8812,485479,149431,4361,263880,67807,24,2303,595,2147,0,0,8204,653649,646538,15583,3440,183,1579,10381,177739,5054,17558,149922,5205,397481,14690,6442,4405,2037,9289,704,24610,400,24210,7111,3511,3600,0,ND
1970:Q1,682163,6940,22568,10893,150307,2965,61050,15638,1685,0,0,0,13953,60463,10191,0,0,0,0,10191,478159,141703,4282,265252,66922,26,2349,632,2239,0,0,8050,647761,639235,14783,2237,1554,1583,9409,161062,6140,16445,133252,5225,400903,15200,6385,4325,2060,9745,1143,30014,500,29514,8526,4026,4500,0,ND
1970:Q2,698345,7090,21991,11412,154631,3221,60310,16209,1809,0,0,0,14400,63193,11698,0,0,0,0,11698,489075,147702,4778,268173,68422,27,2174,671,2271,0,0,9003,662455,654012,14782,2562,330,3006,8884,168495,8076,17061,138120,5238,412415,15666,6919,4826,2093,10236,857,24642,600,24042,8443,3043,5400,0,ND
1970:Q3,719269,7260,23938,14007,164601,3762,65415,17789,2020,0,0,0,15769,65973,11662,0,0,0,0,11662,496760,149396,4678,272836,69850,29,2429,712,2290,0,0,7243,685434,674869,14010,2313,853,3392,7452,167739,8470,16137,137632,5500,432405,16100,6835,4725,2110,10525,1044,26211,800,25411,10565,3365,7200,0,ND
1970:Q4,749781,7047,24150,16468,178416,4064,71287,20809,2297,0,0,0,18512,69957,12299,0,0,0,0,12299,509160,155752,5646,277693,70069,31,2624,755,2309,0,0,8821,717634,703815,11823,4261,335,2646,4581,182893,7938,17763,151463,5729,450075,16615,7838,5703,2135,10615,1062,22894,1000,21894,13819,4819,9000,0,ND
1971:Q1,768762,7230,25932,17143,188785,4517,72198,22329,2571,0,0,0,19758,74455,15286,0,0,0,0,15286,511075,151965,5738,282965,70407,32,2863,803,2346,0,0,12553,737215,721933,9581,2550,391,4883,1757,168336,4520,16697,141694,5425,478845,18500,8346,5796,2550,9690,1315,27320,1100,26220,15282,5382,9900,0,ND
1971:Q2,794219,7634,24550,16677,195257,4246,71042,25733,2813,0,0,0,22920,77723,16513,0,0,0,0,16513,530564,159158,6116,291831,73459,34,2925,852,2331,0,0,13395,762149,745966,9423,2549,446,5944,484,179071,8412,17276,148285,5098,495552,20406,8815,6177,2638,7241,860,24598,1200,23398,16183,5383,10800,0,ND
1971:Q3,813441,8100,25424,18797,197227,4359,68370,26810,3163,0,0,0,23647,79855,17833,0,0,0,0,17833,545077,159267,6518,302928,76364,37,3033,903,2334,0,0,12509,782182,764389,7401,2527,382,4227,265,176879,8920,16005,146779,5175,509940,22300,9358,6583,2775,7637,993,29881,1400,28481,17793,5193,12600,0,ND
1971:Q4,849441,7541,27788,20927,208555,4505,74124,28569,3225,0,0,0,25344,82960,18397,0,0,0,0,18397,564425,166312,6311,312799,79003,39,3215,959,2360,0,0,13632,816427,797677,5054,4343,39,1444,-772,195933,10169,17665,162866,5233,528641,24214,9364,6374,2990,7936,1080,25455,1500,23955,18750,5250,13500,0,ND
1972:Q1,869164,8050,28471,22077,213208,3873,72140,30672,3473,0,0,0,27199,85581,20942,0,0,0,0,20942,576094,166796,6388,322630,80280,41,3474,1018,2470,0,0,14261,836240,816784,-1139,2673,1030,-3720,-1122,189927,8740,17142,158465,5580,552565,27505,9938,6452,3486,5992,1054,30942,1600,29342,19456,5056,14400,0,ND
1972:Q2,898352,6799,27482,21923,214916,3698,69280,32147,3715,0,0,0,28432,87384,22407,0,0,0,0,22407,603406,176436,5655,336533,84782,44,3614,1080,2493,0,0,16595,865924,845242,-56,3299,130,-2807,-678,195032,9083,17687,162305,5957,572541,30701,9335,5712,3623,6075,749,30865,1700,29165,20682,5382,15300,0,ND
1972:Q3,924884,8840,26692,24990,217903,3443,69176,33164,3902,0,0,0,29262,89570,22550,0,0,0,0,22550,624270,179041,5282,351594,88353,46,3778,1147,2507,0,0,14711,893087,870565,-3345,3742,842,-6373,-1556,198995,9470,17048,166184,6293,592926,32215,9094,5334,3760,6736,894,33050,1900,31150,22522,5422,17100,0,ND
1972:Q4,971586,8648,25647,27459,228547,4265,75648,35791,4313,0,0,0,31478,90567,22276,0,0,0,0,22276,657081,193495,5518,365919,92149,49,4045,1217,2549,0,0,16344,940787,916386,-676,3974,1981,-4530,-2101,218896,10870,18588,183098,6340,612961,34102,9701,5574,4127,7979,906,32517,2100,30417,24401,5501,18900,0,ND
1973:Q1,997332,8889,26873,29596,223381,2965,69722,36767,7319,0,0,0,29448,91383,22544,0,0,0,0,22544,683824,204139,5487,378156,96042,52,4016,1292,2750,0,0,16659,963324,939889,-3714,2121,2028,-5048,-2815,204649,11382,17058,170128,6081,643325,39487,9601,5542,4059,8420,1242,36879,2100,34779,23435,4535,18900,0,ND
1973:Q2,1031297,7666,24818,29555,223122,2619,65666,40218,7946,0,0,0,32272,92499,22120,0,0,0,0,22120,718288,216707,5790,394407,101384,55,3965,1372,2828,0,0,19628,994598,971185,-4913,2048,1770,-6010,-2721,209940,10423,18166,174664,6687,661790,42602,9806,5847,3959,11145,918,39897,2200,37697,23413,3613,19800,0,ND
1973:Q3,1058742,9671,30962,30700,221819,3362,61875,42948,7899,0,0,0,35049,93251,20383,0,0,0,0,20383,742563,221984,6536,408615,105428,59,4208,1455,2918,0,0,14387,1019652,996423,-57,3036,4522,-4592,-3023,205582,8203,16637,173824,6918,676143,45825,10542,6602,3940,14298,1024,43066,2150,40916,23229,3879,19350,0,ND
1973:Q4,1093182,10688,27060,32929,229915,3525,65168,45406,7727,0,0,0,37679,96245,19571,0,0,0,0,19571,763884,230352,7114,418276,108142,62,4041,1545,2966,0,0,20092,1051783,1028605,-6624,3099,1258,-7099,-3882,231556,9862,18663,194465,8566,687395,48661,11320,7185,4135,15147,1027,40123,2250,37873,23178,2928,20250,0,ND
1974:Q1,1111123,9709,28410,38537,233109,3682,64256,47033,8450,0,0,0,38583,98291,19847,0,0,0,0,19847,775680,233305,8133,426306,107936,66,4269,1640,3178,0,0,16525,1070584,1046032,-4312,2222,2033,-6186,-2381,211323,8607,17026,176666,9024,712183,53450,12414,8214,4200,14995,1318,44661,2400,42261,24552,2952,21600,0,ND
1974:Q2,1145173,8355,30086,40897,231349,3984,58675,48418,8701,0,0,0,39717,100941,19331,0,0,0,0,19331,809518,249314,10539,438681,110984,70,4145,1741,3291,0,0,15721,1102311,1076761,-1765,2297,3210,-1191,-6081,212683,8364,19379,175463,9477,733608,58877,14955,10645,4310,17642,1004,39757,2600,37157,25550,2150,23400,0,ND
1974:Q3,1162350,10507,33256,43203,228790,4123,56313,48986,8874,0,0,0,40112,100065,19303,0,0,0,0,19303,826832,253637,12828,447294,113073,75,3612,1847,3429,0,0,10799,1119859,1093467,-2828,3721,5192,-3957,-7784,210314,7377,16847,176532,9558,744243,60250,17256,12956,4300,20772,1194,42266,2750,39516,26392,1642,24750,0,ND
1974:Q4,1181307,11640,25843,46102,236843,4297,60167,50166,9258,0,0,0,40908,101799,20414,0,0,0,0,20414,839498,261119,14787,451470,112122,79,3851,1961,3521,0,0,11969,1136972,1109725,-13770,2001,299,-8124,-7946,230361,4804,18611,196309,10637,761931,61615,19225,14935,4290,21804,1212,27347,2850,24497,27247,1597,25650,0,ND
1975:Q1,1186801,10562,30437,47897,247992,5685,65550,52087,10427,0,0,0,41660,101678,22992,0,0,0,0,22992,826966,247940,14984,454481,109561,84,4266,2081,3579,0,0,12937,1143475,1114309,-15835,2163,813,-6559,-12252,210471,3945,17275,180134,9117,787232,62400,19469,15134,4335,18164,1431,30977,3000,27977,29166,2166,27000,0,ND
1975:Q2,1211489,10084,25976,49326,267127,5165,75203,54866,11933,0,0,0,42933,103640,28253,0,0,0,0,28253,837723,249069,14192,463779,110683,89,4617,2209,3562,0,0,10776,1168404,1137386,-22727,1791,561,-8162,-16917,223065,3110,18217,191843,9895,806750,63060,18696,14334,4362,16803,933,30806,3200,27606,31018,2218,28800,0,ND
1975:Q3,1229168,11168,29363,38664,276481,6004,84227,56424,12842,0,0,0,43582,104067,25759,0,0,0,0,25759,844057,242446,13432,474537,113642,95,4223,2345,3593,0,0,19179,1188340,1155895,-17717,2406,1402,-6343,-15182,218815,3175,16652,189311,9677,822215,55203,18046,13566,4480,17482,971,40880,3400,37480,32445,1845,30600,0,ND
1975:Q4,1265480,12252,26052,42773,289561,8087,94063,57912,13740,0,0,0,44172,105056,24443,0,0,0,0,24443,862860,246703,14982,485024,116151,101,4295,2488,3634,0,0,21464,1220605,1186910,-23841,3688,229,-10468,-17290,237731,3112,18726,205715,10178,841989,54623,19660,15131,4529,17845,1006,37897,3550,34347,33695,1745,31950,0,ND
1976:Q1,1283211,11257,28150,41457,301931,7390,100744,59977,15826,0,0,0,44151,103106,30714,0,0,0,0,30714,865068,237394,15121,496562,115991,107,4525,2641,3772,0,0,24303,1238158,1203200,-24438,2110,54,-7414,-19188,220542,2378,15971,192472,9721,870590,58864,19972,15272,4700,15757,1072,40841,3650,37191,34958,2108,32850,0,ND
1976:Q2,1316616,11981,27460,40489,307855,7625,103706,60783,16895,0,0,0,43888,106438,29303,0,0,0,0,29303,894940,245086,15826,513478,120550,113,4416,2804,3798,0,0,22760,1271103,1235319,-28531,3577,314,-8916,-23506,231168,4626,17336,199314,9892,890940,61368,20951,15985,4966,15274,1095,43054,3740,39314,35784,2124,33660,0,ND
1976:Q3,1347053,12287,29716,42415,314753,8559,106430,63718,18421,0,0,0,45297,106828,29218,0,0,0,0,29218,915106,242920,15679,531259,125248,119,4303,2950,3829,0,0,21575,1300725,1263886,-26447,2811,326,-6265,-23319,226822,5678,16520,193994,10630,910013,66053,20976,15836,5140,16062,1154,49253,3850,45403,36839,2189,34650,0,ND
1976:Q4,1398184,12121,25158,51826,327931,11648,115909,62830,17705,0,0,0,45125,108248,29296,0,0,0,0,29296,949004,254802,18018,547314,128870,128,4329,3158,3872,0,0,20657,1347178,1308420,-35126,2601,25,-11224,-26528,249377,3023,17715,216782,11857,943363,72472,23499,18198,5301,15862,1214,37759,4004,33755,38758,2722,36036,0,ND
1977:Q1,1428161,12124,26883,52181,335050,8894,119487,65497,20149,0,0,0,45348,109611,31561,0,0,0,0,31561,966278,255520,18155,561830,130773,136,4261,3352,4165,0,0,23731,1379328,1339379,-33953,2913,149,-9104,-27911,235645,3426,16300,204760,11159,978958,76210,23687,18337,5350,14462,1300,43070,4140,38930,39949,2689,37260,0,ND
1977:Q2,1473038,12725,24562,50015,337510,9167,117172,67365,20704,0,0,0,46661,113938,29868,0,0,0,0,29868,1008376,264035,18752,586720,138869,144,4502,3558,4198,0,0,27448,1422191,1381426,-33340,3604,260,-8020,-29184,242874,2820,17825,210804,11425,1000769,79278,24976,18939,6037,15717,1406,49746,4240,45506,40765,2605,38160,0,ND
1977:Q3,1512661,11326,23953,50973,339852,9222,114782,68779,22037,0,0,0,46742,117261,29808,0,0,0,0,29808,1047131,270057,18654,612471,145949,153,4604,3777,4242,0,0,26650,1460962,1419355,-33419,1956,1292,-14513,-22154,242463,5294,16800,209154,11215,1028143,83857,25134,18840,6294,17054,1516,54607,4340,50267,41607,2547,39060,0,ND
1977:Q4,1571091,13922,26870,58890,343769,11997,115232,70842,22484,0,0,0,48358,117847,27851,0,0,0,0,27851,1089233,280086,20523,636562,152062,162,4711,4009,4324,0,0,25201,1515209,1470761,-41247,3810,265,-16384,-28938,271467,7315,18948,231671,13533,1056626,87514,27739,20729,7010,20173,1613,46876,4645,42231,44448,2645,41803,0,ND
1978:Q1,1594281,11622,27700,55542,344638,9012,114065,73246,24020,0,0,0,49226,118165,30150,0,0,0,0,30150,1112850,283742,19345,654640,155123,171,4667,4237,4786,0,0,28068,1540251,1495032,-42894,2732,332,-13847,-32111,247153,3560,16700,214364,12529,1090446,94364,26603,19538,7065,21278,1702,56380,4720,51660,45219,2739,42480,0,ND
1978:Q2,1652348,11888,27431,54357,348178,8956,112396,75914,25143,0,0,0,50771,121428,29484,0,0,0,0,29484,1164892,298478,19431,680665,166318,181,4814,4477,4874,0,0,31256,1596775,1549155,-41123,3318,1428,-17187,-28682,262900,7960,18210,223875,12855,1112365,95327,27215,19626,7589,25274,1787,65410,4949,60461,47620,3079,44541,0,ND
1978:Q3,1699008,12141,26356,51869,353890,9621,109268,80181,26413,0,0,0,53768,124741,30079,0,0,0,0,30079,1200309,301335,17562,706590,174822,191,4927,4731,4987,0,0,39607,1641344,1592643,-35673,3719,1365,-17834,-22923,262455,7941,17121,225207,12186,1139201,97781,25495,17738,7757,29158,1867,72359,5045,67314,48701,3292,45409,0,ND
1978:Q4,1760182,15470,30645,58530,358864,10233,106418,83297,27397,0,0,0,55900,129292,29624,0,0,0,0,29624,1242038,312760,20108,729568,179602,202,4744,4999,5198,0,0,39492,1695180,1645202,-46833,6516,1172,-24753,-29768,294969,14075,18978,248431,13485,1163929,98095,28143,20290,7853,32670,1941,72288,5222,67066,49978,2977,47001,0,ND
1979:Q1,1786686,12345,31097,60968,364345,9763,107182,85541,28835,0,0,0,56706,131181,30678,0,0,0,0,30678,1263062,315204,20324,745027,182507,214,4847,5283,5583,0,0,38942,1723524,1672809,-32748,4337,963,-22477,-15571,261346,4163,16540,229116,11527,1190277,112724,28555,20515,8040,31881,2021,78753,5282,73471,50715,3181,47534,0,ND
1979:Q2,1844537,13272,29607,65650,363997,10782,105035,88687,30002,0,0,0,58685,132496,26997,0,0,0,0,26997,1313660,332160,21878,768981,190641,226,4825,5582,5723,0,0,41995,1778060,1726767,-28757,3924,1558,-25277,-8962,285789,16276,17630,238609,13274,1195640,120255,30958,22649,8309,35071,2116,85695,5324,80371,51293,3379,47914,0,ND
1979:Q3,1894494,13609,28196,72885,370994,11079,103082,91635,30978,0,0,0,60657,136379,28819,0,0,0,0,28819,1359866,343957,24887,791892,199130,239,4867,5899,5902,0,0,32037,1822692,1769209,-34331,2654,1156,-31805,-6336,296562,19862,16775,245591,14334,1224193,123611,35100,26126,8974,38596,2186,83292,5539,77753,53483,3635,49848,0,ND
1979:Q4,1937825,18488,29226,73108,378282,12658,104386,95697,32408,0,0,0,63289,138318,27223,0,0,0,0,27223,1392128,352640,26125,807645,205718,252,4672,6234,6294,0,0,29141,1862079,1806078,-39148,6767,1454,-32745,-14624,321421,14475,18697,271208,17041,1244917,119932,36838,27343,9495,41838,2185,78095,5846,72249,56001,3383,52618,0,ND
1980:Q1,1958631,15333,31504,70972,383279,11603,104944,98529,33719,0,0,0,64810,138927,29276,0,0,0,0,29276,1404180,355161,28858,816319,203842,267,4251,6587,5986,0,0,36272,1878204,1822110,-38028,3682,2502,-36271,-7941,296218,8099,16399,255258,16462,1274402,118619,39511,30041,9470,44122,2118,85148,5916,79232,56094,2852,53242,0,ND
1980:Q2,1980092,16029,32824,79116,398133,14328,106834,102994,35207,0,0,0,67787,142460,31517,0,0,0,0,31517,1400966,349038,31350,821921,198657,282,4306,6961,6144,0,0,35331,1897393,1838434,-64308,4167,215,-42271,-26419,310537,13026,17750,260386,19375,1291143,132789,42994,32952,10042,42364,1975,80940,6151,74789,58959,3604,55355,0,ND
1980:Q3,2024350,17307,27634,83434,417311,14912,115212,109313,38481,0,0,0,70832,147620,30254,0,0,0,0,30254,1425715,357232,31371,836219,200893,298,4282,7356,6219,0,0,34794,1937802,1877529,-75959,3192,982,-43791,-36342,321658,19090,16716,269675,16177,1319252,141782,43220,33148,10072,44161,1815,81600,6310,75290,60273,3484,56789,0,ND
1980:Q4,2093355,19807,26737,83353,436261,14789,121131,115687,41241,0,0,0,74446,150976,33678,0,0,0,0,33678,1467938,380135,31963,852973,202867,315,4150,7774,6363,0,0,40657,2000957,1940691,-87696,4467,1809,-53228,-40744,333212,11917,18166,286256,16873,1376829,142932,43589,33574,10015,48963,1688,81174,6321,74853,60266,3380,56886,0,ND
1981:Q1,2110321,17288,25257,90567,441902,14512,125092,119438,42432,0,0,0,77006,150055,32805,0,0,0,0,32805,1471831,375652,35716,860950,199513,332,3975,8216,6575,0,0,44378,2017364,1954194,-94362,3261,656,-53460,-44819,319905,10219,15493,279022,15171,1393623,153223,46880,37195,9685,49175,1591,84159,6608,77551,63170,3698,59472,0,ND
1981:Q2,2156579,18549,22482,86988,445248,15809,125071,122416,44040,0,0,0,78376,151290,30662,0,0,0,0,30662,1514458,400178,36701,874988,202591,351,3722,8682,6814,0,0,49285,2063342,1997154,-97925,2506,1010,-57619,-43822,331862,17006,16664,280985,17207,1412124,155924,47768,38321,9447,56095,1502,89804,6900,82904,66188,4091,62097,0,ND
1981:Q3,2192720,19185,25826,87509,449547,14889,122067,128164,45574,0,0,0,82590,154063,30364,0,0,0,0,30364,1541419,411713,38374,885085,206247,371,3474,9174,6939,0,0,49276,2099410,2032234,-100983,2811,2486,-63678,-42602,334520,19560,15300,282675,16985,1441107,157044,49294,40220,9074,64347,1427,85478,7066,78412,67176,3584,63592,0,ND
1981:Q4,2259054,18623,23912,108049,459041,15789,122975,132851,48095,0,0,0,84756,156693,30733,0,0,0,0,30733,1584583,446036,40209,890159,208179,392,3418,9695,7105,0,0,44236,2173867,2101795,-115806,1762,1601,-68242,-50927,355783,10803,16735,314394,13851,1491882,178182,51497,42091,9406,65194,1364,73699,7578,66121,72072,3870,68202,0,ND
1982:Q1,2286276,16612,24964,105772,475509,19359,126758,141163,54854,0,0,0,86309,155883,32346,0,0,0,0,32346,1589626,452553,40589,889707,206777,402,3191,6111,7180,0,0,56910,2194190,2123837,-126382,1882,2646,-62226,-68685,336630,12869,14648,297261,11852,1536435,181134,52588,43510,9078,66162,1325,75945,7391,68554,70353,3837,66516,0,ND
1982:Q2,2325733,20097,18886,103149,478789,17591,124386,150905,62430,0,0,0,88475,154727,31180,0,0,0,0,31180,1619579,476230,43666,890235,209448,245,3063,6469,7429,0,0,68027,2226660,2160002,-142997,2545,1638,-59035,-88145,338352,11355,15924,298743,12330,1569627,177446,54804,45848,8956,69398,1307,92066,7016,85050,66658,3512,63146,0,ND
1982:Q3,2349051,19198,18771,109156,491278,19172,126665,157866,68111,0,0,0,89755,154461,33114,0,0,0,0,33114,1623372,485840,43734,880445,213353,107,3051,6903,7435,0,0,69780,2257468,2179740,-160233,550,1123,-61749,-100157,354855,20841,14659,307890,11465,1605095,185752,55820,46200,9620,67642,1298,69511,8251,61260,77728,3469,74259,0,ND
1982:Q4,2425376,19532,24826,124533,533009,18551,145776,168400,76691,0,0,0,91709,160773,39509,0,0,0,0,39509,1633161,497994,47179,870502,217486,-24,3095,7290,7628,0,0,72326,2333155,2248946,-166086,2735,717,-60602,-108936,383151,16864,15564,339118,11605,1661389,192419,62039,51600,10439,66001,1283,48750,8976,39774,84209,3428,80781,0,ND
1983:Q1,2462086,18286,21592,121781,571488,18984,167493,183711,88137,0,0,0,95574,155869,45431,0,0,0,0,45431,1629614,495871,43010,875894,214839,-181,3241,7866,7614,0,0,80786,2370685,2290047,-180880,486,2808,-66793,-117381,372480,14563,13827,331630,12460,1718629,191190,57689,46824,10865,60467,1274,69199,8548,60651,80638,3710,76928,0,ND
1983:Q2,2532197,20451,16763,121857,605939,18427,185520,191975,96013,0,0,0,95962,157084,52933,0,0,0,0,52933,1667493,506562,46526,894117,220288,-276,3442,8182,7739,0,0,80606,2446768,2366176,-175764,1020,3610,-59538,-120856,394653,22160,15760,343775,12958,1755023,191871,59821,49046,10775,59980,1270,79323,8497,70826,80592,4115,76477,0,ND
1983:Q3,2597377,17410,19759,116226,626930,18616,195919,201958,106018,0,0,0,95940,158927,51510,0,0,0,0,51510,1714200,511231,48376,923495,231098,-318,3543,8506,7701,0,0,83419,2511609,2423331,-175319,-60,1625,-61910,-114974,392801,22836,13628,344067,12270,1800940,196241,61658,50839,10819,59807,1258,85945,9359,76586,88278,4048,84230,0,ND
1983:Q4,2669245,20996,20449,115502,646475,17782,204575,205220,110694,0,0,0,94526,164392,54506,0,0,0,0,54506,1764855,517518,51796,950389,245152,-418,3612,10443,7860,0,0,79471,2597576,2501311,-161796,1563,918,-78214,-86063,407926,11521,15365,368066,12974,1836906,203614,65175,54628,10547,61416,1254,86816,10208,76608,96265,4395,91870,0,ND
1984:Q1,2777462,17333,21267,121125,669893,17206,216144,211225,147872,0,0,0,63353,163599,61719,360,0,0,0,61359,1817836,532612,50115,980485,254624,-584,3639,10857,8113,0,0,107982,2650569,2560171,-154657,787,896,-64852,-91488,402862,13040,17411,359706,12705,1891113,215922,62363,51922,10441,60382,4299,77887,9635,68252,90398,3683,86715,0,ND
