1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1992:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012:Q4,1177582,32783,1144799,11373,28729,73723,27886,34955,389090,119819,11144,2036,256091,50830,42300,8530,388550,1318,138345,339590,42948,30974,11974,199444,158967,144666,14301,39236,29712,9524,1241,97198,837992,993583
2013:Q1,1314120,32233,1281887,15823,26778,73256,26678,54039,449813,143146,10842,1936,293889,51072,42467,8605,443669,1043,139716,413685,56867,35635,21232,250571,200927,180774,20153,48370,27186,21184,1274,106247,900435,987779
2013:Q2,1352765,35290,1317475,16148,31194,74655,24142,59357,459365,153313,12649,3270,290133,51908,41265,10643,459889,1984,138833,433283,69276,41733,27543,245867,200345,180371,19974,43327,24307,19020,2195,118140,919482,1132898
2013:Q3,1393914,37921,1355993,14994,37836,75849,27414,55204,452864,145406,10914,3008,293536,51161,40371,10790,487112,2632,150927,435431,66231,40392,25839,257754,209531,189754,19777,45817,28509,17308,2406,111446,958483,1049174
2013:Q4,1633309,42172,1591137,17689,39878,95725,63921,57847,535920,157241,13627,7066,357986,55233,41230,14003,554277,6035,164612,478265,60391,38306,22085,284465,231232,210320,20912,50396,33319,17077,2837,133409,1155044,1232793
2014:Q1,1614662,41038,1573624,17141,40662,97091,61210,70059,528271,167182,13341,8247,339501,52827,38273,14554,544632,6359,155372,464762,62052,39468,22584,280500,233522,210007,23515,42679,22073,20606,4299,122210,1149900,1139464
2014:Q2,1738196,43854,1694342,17328,40740,108088,60240,70032,567294,169775,16711,7603,373205,53460,38188,15272,606515,5935,164710,510491,68037,44535,23502,296870,251402,227362,24040,41269,22530,18739,4199,145584,1227705,1140315
2014:Q3,1759567,45197,1714370,19283,38592,111148,60777,76645,601497,182907,18643,8095,391852,53704,38951,14753,586544,4678,161502,526290,68591,44341,24250,290575,242842,216768,26074,42996,25058,17938,4737,167124,1233277,1173529
2014:Q4,1786021,43628,1742393,16025,43298,112083,68978,69400,580931,173875,15428,10519,381109,56039,40875,15164,608679,5749,181211,515777,68250,44604,23646,290332,242563,217580,24983,43336,25764,17572,4433,157195,1270244,1008731
2015:Q1,1956309,42968,1913341,18193,38478,93265,69615,74495,698282,200407,18682,9730,469463,57655,42738,14917,638354,48192,176812,591763,75295,48161,27134,300707,251916,227563,24353,44641,25119,19522,4150,215761,1364546,1124335
2015:Q2,1933288,48901,1884387,15202,34734,87427,70823,71689,651646,188008,18946,8763,435929,57876,42962,14914,651984,48714,194292,555968,72605,45118,27487,312414,259782,232899,26883,47151,27258,19893,5481,170949,1377320,1026201
2015:Q3,1918346,51121,1867225,13346,43135,90253,65773,66048,675678,182911,16084,8208,468475,57197,42170,15027,598541,40343,216911,587513,73502,47854,25648,296187,243055,214410,28645,47372,27033,20339,5760,217824,1330833,961517
2015:Q4,1877949,54246,1823703,11785,45208,90071,69878,60250,631803,173468,16385,7627,434323,62223,44681,17542,610161,36937,205387,549269,67235,45462,21773,288953,231172,208700,22472,52971,33394,19577,4810,193081,1328680,947440
2016:Q1,1897286,63378,1833908,14103,46367,93967,70127,70636,635801,182233,15742,8392,429434,62568,42849,19719,610660,35351,194328,571613,76044,52179,23865,317331,253630,218731,34899,58875,36518,22357,4826,178238,1325673,1030888
2016:Q2,1961210,64534,1896676,16354,42225,91835,72105,69923,699626,205971,18532,9321,465802,64912,43971,20941,621687,32924,185085,604016,72833,49862,22971,310366,252649,216417,36232,53306,34722,18584,4411,220817,1357194,1076924
2016:Q3,1991702,60260,1931442,16996,48796,91260,74423,75837,662019,201808,15732,10030,434449,70475,48410,22065,653001,32979,205656,596125,91482,62745,28737,318860,263858,226305,37553,49957,29982,19975,5045,185783,1395577,1116560
2016:Q4,2024471,67888,1956583,17440,38592,95058,75482,81826,659922,204270,14527,8258,432867,73179,49893,23286,667047,31795,216242,598073,76949,52003,24946,332042,269854,227941,41913,55566,38786,16780,6622,189082,1426398,1017658
2017:Q1,2079070,72351,2006719,18782,37837,89688,68845,88646,668056,196794,15585,8155,447522,75149,51289,23860,714548,32266,212902,611790,72296,49849,22447,370868,303943,254786,49157,60554,40134,20420,6371,168626,1467280,1171197
2017:Q2,2101064,79006,2022058,20728,41087,95071,73615,85143,634105,174915,16057,8855,434278,84321,58650,25671,738903,34713,214372,599899,75819,51588,24231,377702,309511,263607,45904,62115,42963,19152,6076,146378,1501165,1193713
2017:Q3,2173981,79572,2094409,20940,47178,89127,79836,87109,644486,176299,19135,8308,440744,83161,59077,24084,780728,35392,226452,624118,77475,49122,28353,400825,326694,279965,46729,66945,43674,23271,7186,145818,1549863,1272255
2017:Q4,2312581,79283,2233298,20645,44446,95082,81807,93517,688792,197933,15152,9252,466455,89687,63291,26396,842188,36010,241124,678113,70629,48894,21735,424492,344672,293885,50787,72783,46055,26728,7037,182992,1634468,1580089
2018:Q1,2331920,76611,2255309,28262,38735,87224,78158,104366,718242,196014,17561,9795,494872,95504,66510,28994,837460,35124,232234,686850,80006,42678,37328,427364,344291,293658,50633,75284,43643,31641,7789,179480,1645070,3447623
2018:Q2,2359470,78628,2280842,30189,36592,88423,78625,93724,714825,210676,18784,13077,472288,106375,68986,37389,858073,31514,242502,705374,88063,49749,38314,448191,358327,309540,48787,82427,46658,35769,7437,169120,1654096,2463220
2018:Q3,2345193,79680,2265513,20880,39465,86982,80339,101251,686748,211365,16301,14357,444725,110852,71673,39179,881811,30345,226840,700613,54926,40952,13974,451808,367336,315854,51482,77572,48651,28921,6900,193879,1644580,1279654
2018:Q4,2256123,81473,2174650,20429,40182,87201,79989,91761,712840,212009,14058,14422,472351,116243,72269,43974,765780,27187,233038,710330,67628,50384,17244,387218,298300,258499,39801,82204,49911,32293,6714,255484,1545793,1223371
2019:Q1,2280729,77323,2203406,23601,45388,87383,71668,97309,678543,218631,16091,12720,431101,121932,76462,45470,848461,27912,201209,690649,61703,43993,17710,416749,325327,284979,40348,83434,50575,32859,7988,212197,1590080,1277678
2019:Q2,2344397,83512,2260885,23157,40754,95522,73934,99085,715900,241605,15970,12938,445387,124203,78922,45281,855703,25946,206681,727078,71967,53525,18442,438165,336378,295931,40447,92679,53819,38860,9108,216946,1617319,1299155
2019:Q3,2384634,91204,2293430,21108,37933,97985,80310,98018,742412,256538,16130,12198,457546,126218,81935,44283,845608,24744,219094,761063,96101,59463,36638,427433,326293,285366,40927,91945,56871,35074,9195,237529,1623571,1178058
2019:Q4,2415073,91959,2323114,20958,39040,103510,85773,85988,725592,232834,13385,13155,466218,125763,85015,40748,925297,11021,200172,758248,82438,53751,28687,443986,347062,302457,44605,86299,57629,28670,10625,231824,1656825,1229900
2020:Q1,2214085,87369,2126716,19811,44036,104169,95983,92103,712578,211270,16830,13980,470498,123544,84763,38781,702923,8046,223523,714875,96253,62199,34054,370343,262528,230836,31692,95189,64223,30966,12626,248279,1499210,1063138
2020:Q2,2365156,87157,2277999,22581,37972,93472,91300,92889,717752,188990,14461,14360,499941,138792,91296,47496,849204,17911,216126,728114,82235,46552,35683,434894,334086,294585,39501,92792,58938,33854,8016,210985,1637042,1002768
2020:Q3,2426356,87832,2338524,20587,36124,84776,83326,98874,736913,195955,14125,13320,513513,147803,100738,47065,910714,16303,203104,726764,93132,51079,42053,446993,346446,301864,44582,92393,59543,32850,8154,186639,1699592,1126917
2020:Q4,2405256,95257,2309999,21637,36275,91276,80304,71431,617189,149600,12004,13324,442261,143708,100560,43148,1016680,12972,218527,697953,69978,44827,25151,477832,386534,342206,44328,82850,63874,18976,8448,150143,1707303,951475
2021:Q1,2465964,106736,2359228,22581,37231,95860,81259,76366,593138,137189,11238,13561,431150,152599,107143,45456,1068119,13139,218936,704456,60921,37234,23687,508359,411096,349234,61862,88954,67326,21628,8309,135176,1761508,1029626
2021:Q2,2574009,113535,2460474,21345,40253,136585,81451,80527,599905,144064,8844,13905,433092,151221,107867,43354,1130845,12834,205508,747632,59788,38606,21182,624134,512288,446604,65684,101719,75328,26391,10127,63710,1826377,1069125
2021:Q3,2612727,127317,2485410,21290,42017,95128,88460,85494,628738,148448,9964,15164,455162,161324,112985,48339,1085218,12054,265687,755908,60516,38680,21836,595582,471047,406675,64372,110784,81505,29279,13751,99810,1856819,1029254
2021:Q4,2745784,142641,2603143,23440,43396,112874,94558,93806,657989,161066,8490,15433,473000,178452,119950,58502,1139779,11784,247065,827188,67555,40900,26655,642162,484338,423156,61182,136124,102292,33832,21700,117471,1918596,1076849
2022:Q1,2753534,153985,2599549,23657,41902,134374,85290,92065,675964,186527,8516,14016,466905,185848,125734,60114,1071686,12230,276533,821115,63347,42554,20793,631684,474973,419062,55911,138371,105669,32702,18340,126084,1932419,1085668
2022:Q2,2664254,164116,2500138,24282,41414,105872,98084,97290,672848,193072,10600,13309,455867,199229,131205,68024,954874,11802,294443,801650,68960,45599,23361,590714,422627,374295,48332,149376,116980,32396,18711,141976,1862604,1029121
2022:Q3,2584074,148350,2435724,21836,37665,111244,92448,99662,675009,192319,10822,12882,458986,204097,133474,70623,904725,10824,278214,753567,64084,42402,21682,566761,393745,347781,45964,152412,121210,31202,20604,122722,1830507,1022241
2022:Q4,2557691,149431,2408260,24177,39910,110223,89577,85216,641277,172498,5809,13322,449648,211283,139474,71809,936751,11267,258579,735130,60386,41291,19095,571608,397395,347920,49475,153618,123034,30584,20595,103136,1822561,911138
2023:Q1,2624365,161319,2463046,23722,42231,94865,80194,91948,653899,189311,11893,12957,439738,214307,142919,71388,952015,11432,298433,765121,75744,56528,19216,586473,410173,360172,50001,156427,124196,32231,19873,102904,1859244,965567
2023:Q2,2620983,173640,2447343,27032,49926,92472,69334,91755,657910,196702,14134,13407,433667,226072,147402,78670,976922,11125,244795,753915,69976,50236,19740,600943,426338,376193,50145,154892,119879,35013,19713,82996,1867068,957943
2023:Q3,2639975,170475,2469500,24767,34726,84240,70174,92032,694004,223601,17238,12197,440968,228547,148690,79857,948777,5975,286258,769000,68004,47491,20513,575926,398052,348638,49414,159725,125430,34295,18149,125070,1870975,958520
2023:Q4,2758773,147080,2611693,21607,39728,104589,81198,108417,722707,209265,15268,13013,485161,233812,154737,79075,999935,6800,292900,832179,72011,47084,24927,622596,448023,389530,58493,157618,123856,33762,16955,137572,1926594,1038953
2024:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
