date,FU226330005.Q,FU225013005.Q,FU224090005.Q,FU223020043.Q,FU223030043.Q,FU223034005.Q,FU222051043.Q,FU224022045.Q,FU223069143.Q,FU223061143.Q,FU223061743.Q,FU223062043.Q,FU223063045.Q,FU223065043.Q,FU223064145.Q,FU223064205.Q,FU223090005.Q,FU223095505.Q,FU223073045.Q,FU223093005.Q,FU224190005.Q,FU224090045.Q,FU224090055.Q
1999:Q2,12,25,51189,1850,-518,713,-128,3766,-128,2327,1826,-1295,1036,1175,5227,2687,36417,3442,32709,266,51202,43788,7401
1999:Q3,12,26,56908,-80,469,1214,-1650,9815,-1650,-9000,-2093,-119,22677,-113,5506,8872,32875,144,32685,46,56921,44385,12523
1999:Q4,12,26,44794,-145,-428,471,1116,10599,1116,-5966,16183,-78,-656,1832,-4727,-4094,40170,5756,33870,544,44807,44982,-188
2000:Q1,15,31,39400,1875,708,-455,5025,13697,5025,-1924,-4522,-144,15262,-1387,-6976,-2743,29656,676,29117,-137,39416,45595,-6195
2000:Q2,15,32,46928,1678,469,41,-221,3673,2252,-2014,18791,-64,-15292,441,7120,13066,20661,-1650,22056,255,46945,46199,729
2000:Q3,16,34,43444,-222,1869,559,-3322,5874,-847,-9415,15791,-564,909,-2960,44164,13223,-15741,-1216,-14762,237,43462,46803,-3359
2000:Q4,16,34,50789,-2621,-3132,99,-2021,16572,452,-6414,19791,-565,3308,341,-32664,27918,46297,-3649,49199,747,50807,47408,3381
2001:Q1,15,29,53655,-1622,-131,1231,-3821,-23228,-1348,-1715,-2809,236,-17592,-260,44683,21051,15752,-4961,19579,1134,53669,48407,5248
2001:Q2,16,30,44103,4978,469,748,2679,10874,5152,5786,18591,-164,-18491,-1359,13379,-3401,15736,713,14979,44,44117,49167,-5064
2001:Q3,16,30,56863,78,-131,1030,-2322,-29627,153,-16315,-16309,-1064,3908,441,53076,15668,18650,-4966,22799,817,56877,49928,6935
2001:Q4,16,28,42983,-1921,-32,641,-2421,-10727,52,-11714,2391,936,-2392,40,3973,-2032,55462,1735,53938,-211,42994,50692,-7709
2002:Q1,15,20,47529,678,769,62,-1521,7372,952,8186,1191,-965,-1992,-59,20276,6089,13863,-568,15538,-1107,47533,51275,-3746
2002:Q2,16,19,53790,-1931,127,-1264,391,-23039,-653,-14354,-5672,119,-2479,-140,23916,8909,46821,-3573,52953,-2559,53793,51963,1827
2002:Q3,16,18,55807,801,-475,-2618,-146,-53963,-1166,-9806,-2093,-37,-40861,673,139106,26540,-54111,-4542,-47482,-2087,55809,52650,3157
2002:Q4,16,18,47272,2429,-46,7753,464,-30216,3716,-5222,-1475,20,-27255,405,-76586,-312,143381,936,136460,5985,47274,53337,-6065
2003:Q1,16,19,64098,1899,-186,4339,266,-4411,2125,4808,11831,13,-23188,-1633,91554,25272,-53002,2780,-56363,581,64102,53339,10759
2003:Q2,16,20,55421,-1793,-1155,-19461,-1118,8301,-8943,11123,19020,-8,-12891,2566,-160676,-10558,239315,6742,226366,6207,55425,53753,1668
2003:Q3,16,20,61630,-196,188,-11043,-634,12508,-5071,-11717,16744,1863,10689,2108,-4263,10349,52613,4433,46538,1642,61634,54167,7463
2003:Q4,17,21,58096,4244,455,7140,445,50811,3556,-1348,31018,1815,15770,-7242,-83801,-593,86637,6635,74369,5633,58100,54580,3516
2004:Q1,17,48,59355,4975,500,10213,622,39982,4977,449,33983,1802,-1229,-3019,-52988,1592,57478,3010,54836,-368,59387,54893,4462
2004:Q2,17,50,62048,-2897,26,-22101,-1290,42673,-10322,-2307,33007,2124,20171,3112,55534,30344,-43353,2528,-54384,8503,62081,55277,6771
2004:Q3,18,52,61770,1058,-39,4339,289,-41350,2626,6268,-26295,-1949,-22000,-2976,-13985,-18673,133107,1665,138330,-6888,61804,55661,6109
2004:Q4,18,53,55751,-3188,-468,-4644,-235,67949,-1626,11321,-17817,-1711,77782,-541,78017,-4039,-77101,5210,-90435,8124,55786,56045,-294
2005:Q1,20,49,63300,-610,-207,1109,84,10174,984,15787,-6778,-1615,1796,-2350,34763,1323,19014,1216,18119,-321,63329,56279,7021
2005:Q2,20,51,59824,563,-89,3478,229,-50804,2237,443,-35865,-1700,-15919,-235,1672,-1315,106325,2196,99708,4421,59854,56601,3223
2005:Q3,21,52,58314,-1964,118,-4427,-256,10089,-1864,-10514,4846,76,17545,-2074,-61868,-16057,134753,3309,131953,-509,58345,56922,1392
2005:Q4,21,54,61300,2386,411,6822,442,37120,4135,5877,28576,75,-1543,1743,-7577,-855,20808,2609,16470,1729,61333,57243,4057
2006:Q1,26,45,89636,-789,197,-1363,-68,4756,-239,-6905,8788,86,3026,783,77780,10288,-1948,4006,-45502,39548,89655,58068,31568
2006:Q2,26,48,68176,-597,210,-556,-36,27888,23,-996,18819,91,9951,1149,-13870,-3893,57881,1535,61508,-5162,68198,58582,9594
2006:Q3,27,50,63214,-255,10,2968,194,-480,2106,1152,-13164,-141,9567,2181,-38813,-4186,101595,3622,96169,1804,63237,59099,4115
2006:Q4,27,51,61178,15,44,3565,241,25116,2593,4099,2893,-99,15630,-1007,-64712,-6159,104075,4670,94562,4843,61202,59616,1562
2007:Q1,31,77,63576,-1256,-119,59,20,-23697,592,-11349,-38396,-93,25549,1413,-9747,-4913,101816,2072,101164,-1420,63622,60504,3072
2007:Q2,31,81,72016,1223,199,6767,455,81033,4692,18546,18097,-72,39770,1676,22494,1313,-43144,6895,-54426,4387,72066,61174,10842
2007:Q3,32,86,64064,-2631,-465,-9082,-658,-18415,-5802,-5816,-10666,-64,3933,1794,-17258,-12263,123042,1859,114860,6323,64118,61845,2219
2007:Q4,32,89,65985,115,-85,-500,-17,16068,232,-16606,-26690,35,59097,7807,19860,-14177,36914,306,38849,-2241,66042,62516,3469
2008:Q1,34,84,53254,2003,176,6233,425,-9535,4559,-6641,-10597,-31,3175,-1519,78506,-7790,-15245,-8516,-2675,-4054,53305,63372,-10118
2008:Q2,34,86,70660,-21,-103,-1259,-48,17263,-26,388,-5604,-53,22558,-8485,68607,-13919,8625,2526,6934,-835,70712,64116,6544
2008:Q3,34,86,53304,-247,-336,-7019,-464,-29394,-4214,-2611,-17274,6,-5301,-1613,44077,6844,41456,-10622,60420,-8342,53355,64861,-11557
2008:Q4,34,85,47257,3845,125,6985,447,-62731,4946,-6983,-21505,-53,-39136,-2320,65432,3833,31641,-16709,63961,-15611,47307,65607,-18350
2009:Q1,41,72,60900,2602,-14,2132,171,-29423,2216,5880,-10909,-109,-26501,-465,72926,-8304,21275,-3510,33587,-8802,60932,65655,-4755
2009:Q2,41,67,82998,59,-302,-6599,-397,-4684,-3663,10694,-8287,-88,-3340,-752,-137283,-24310,257266,12753,244259,254,83024,66119,16879
2009:Q3,40,64,79772,2203,-6,1049,149,-5397,2009,-1294,-2213,93,-3992,24,-10605,-10279,102634,11657,90271,706,79795,66581,13191
2009:Q4,40,61,74801,-538,-162,-4380,-257,9326,-2295,5239,2427,197,3758,-715,3939,7038,60550,4559,46134,9857,74822,67042,7759
2010:Q1,47,75,72739,585,-99,-1946,-91,12951,-560,7391,5567,170,383,311,-29079,-697,90804,4503,83563,2738,72766,65620,7119
2010:Q2,47,76,54975,1126,-67,-769,-10,-14398,301,-5139,-3713,156,-6003,203,73024,4619,-8753,-7927,-2556,1730,55004,65327,-10352
2010:Q3,47,77,75974,-2597,-163,-1215,-42,-7170,-39,-7364,-9640,79,9794,292,-52362,-12657,151888,9718,139825,2345,76004,65034,10940
2010:Q4,47,79,76240,1081,-30,4498,401,23452,4933,8500,1981,235,7803,-663,-59020,2672,103849,7785,87642,8422,76272,64741,11499
2011:Q1,59,82,70191,2366,16,6358,556,13800,6825,4988,1002,146,839,-310,-40387,1538,86254,4931,72872,8451,70214,63639,6552
2011:Q2,60,86,56505,262,-59,3056,304,5971,4075,7502,5175,57,-10838,141,1695,-4949,50084,-510,47026,3568,56531,63016,-6511
2011:Q3,60,90,48924,-1222,162,-5716,-463,-74389,-5355,-23967,-31002,-405,-13660,2223,153586,-59567,34310,-6963,39359,1914,48954,62393,-13469
2011:Q4,61,93,61342,-1350,159,-6329,-484,-9557,-5594,-9797,-23484,-349,29667,-792,-43870,-24936,148501,2809,145084,608,61374,61771,-429
2012:Q1,82,147,61339,2098,247,585,70,70080,819,42598,21850,-344,5157,-1535,-50,-44813,34657,2241,40239,-7823,61404,61509,-170
2012:Q2,83,151,53403,1385,228,-662,-44,5264,-510,5795,-7112,-346,7437,-601,36629,-18413,29617,-4141,28649,5109,53471,61042,-7639
2012:Q3,84,151,57835,1527,517,1761,149,-14564,1715,-8302,-10339,340,2022,-228,-56445,10766,114352,760,110846,2746,57902,60579,-2744
2012:Q4,85,153,54585,927,485,861,75,14740,869,5268,-1859,358,10104,100,5965,8806,22626,-665,26105,-2814,54653,60115,-5530
2013:Q1,95,50,56992,760,476,507,55,17739,633,12983,3411,361,351,-1039,-81154,8189,111459,892,109575,992,56947,59179,-2187
2013:Q2,96,49,54161,-1621,348,-3007,-236,21827,-2721,1831,-3915,438,26194,-408,-16851,12501,41608,-2166,44019,-245,54114,58483,-4322
2013:Q3,97,50,53999,1046,123,2713,140,8103,1609,-3505,-226,46,10179,-1497,-53486,2858,93999,-917,94730,186,53952,57786,-3787
2013:Q4,98,51,54558,3772,433,5631,457,25558,5284,-3094,-99,24,23443,-1054,-78585,-631,98977,2992,97094,-1109,54511,57088,-2530
2014:Q1,91,56,43742,-879,-95,-1404,-85,6478,-986,1289,2786,-60,3449,943,-45997,2994,81787,-4194,84432,1549,43707,57566,-13824
2014:Q2,92,58,41573,-1344,-150,-2091,-140,37723,-1614,12367,8824,-33,18179,2120,-24795,-3998,34248,-2366,35772,842,41539,57343,-15770
2014:Q3,93,59,44758,662,-434,-2078,-140,12797,-1621,942,485,-59,13050,-1817,23801,-1360,13327,-496,17972,-4149,44723,57121,-12363
2014:Q4,94,59,45213,3805,-75,2630,233,-2096,2697,-2677,-778,-12,-1326,490,-39463,6195,73494,-1967,72620,2841,45178,56899,-11686
2015:Q1,93,77,49445,428,-461,-2331,-168,-18851,-1942,-24706,-13564,-6,21367,568,15103,3094,52063,-276,50644,1695,49428,57728,-8283
2015:Q2,94,77,49496,4702,27,4177,340,28784,3929,13316,6149,43,5347,460,7991,-25,3040,230,6133,-3323,49479,57933,-8437
2015:Q3,95,78,46697,-2353,-217,-3593,-196,-20184,-2267,-16991,-7879,45,6908,233,62691,1948,8368,-627,10032,-1037,46680,58139,-11442
2015:Q4,96,79,55027,-62,-69,1164,27,14505,316,6184,4401,44,3560,-1396,-63170,-4692,108720,732,105840,2148,55010,58344,-3317
2016:Q1,101,107,51444,-1776,-180,-2920,-140,-4011,-1616,-8101,-2775,43,8438,404,13152,-11145,58060,2436,58353,-2729,51450,58214,-6770
2016:Q2,102,109,49583,3512,163,4559,377,-10313,4346,11239,8464,-1,-34361,760,-31857,13960,68422,-844,55658,13608,49590,58294,-8711
2016:Q3,103,112,48606,-2121,126,1925,169,2957,1954,20588,-2754,46,-16877,8998,-39537,-10301,86390,-1055,76046,11399,48614,58373,-9767
2016:Q4,105,114,54730,2261,381,7543,611,16681,7062,24355,-3159,137,-11714,-3646,-35242,-22802,88943,23759,54711,10473,54738,58453,-3723
2017:Q1,111,131,56336,-5625,-79,-2551,-185,12419,-2132,20672,-2490,11,-3642,-4143,-35277,3367,88410,-2102,74110,16402,56356,57540,-1204
2017:Q2,113,134,56891,-4581,-18,-1191,-79,6272,-914,21775,-1533,-14,-13042,-2122,2067,718,55825,1277,40525,14023,56912,57227,-336
2017:Q3,114,136,55395,643,-61,1812,148,11543,1706,4197,2509,327,2804,-4114,-5376,-2747,53547,5100,40481,7966,55416,56915,-1520
2017:Q4,116,139,64742,-838,-196,-1064,-76,22297,-883,24216,10169,341,-11546,2747,-23294,-47,65213,9063,50710,5440,64765,56601,8141
2018:Q1,103,33,47115,417,-82,1358,113,43882,1311,15967,6268,413,19923,539,3862,8800,-11774,-3300,-16946,8472,47045,57068,-9953
2018:Q2,105,34,52643,-308,-149,-69,4,-16867,43,8601,4450,336,-30297,1985,-24351,6840,85558,1080,74862,9616,52572,57032,-4389
2018:Q3,106,34,57039,-362,-27,-829,-57,429,-660,-1716,-1805,-670,5280,3116,-44756,-22680,122205,7669,119725,-5189,56967,56995,44
2018:Q4,108,35,37417,-1400,-106,-2842,-221,29444,-2555,29958,3825,642,-2426,-212,-17011,6294,23471,-10982,45561,-11108,37344,56958,-19541
2019:Q1,93,42,62918,1319,105,2634,206,-8900,2466,1887,1036,-1000,-13289,325,21120,-23879,69988,7252,64956,-2220,62867,57212,5706
2019:Q2,95,43,53939,5126,1807,-5200,-362,-45262,-2588,20020,1068,0,-63762,-710,-95048,-42183,235771,731,64955,170085,53887,57300,-3361
2019:Q3,96,44,51810,5378,59,260,8307,-54346,-5213,-50118,29947,0,-28962,148,67942,79947,-55885,-2655,64585,-117815,51758,57388,-5578
2019:Q4,97,45,58433,-7545,2376,4493,-4858,-31763,735,-4294,-9331,0,-18873,-1133,-39280,-15025,151168,1296,64586,85286,58380,57477,956
2020:Q1,85,54,46743,-430,-218,7719,-172,6507,4044,-30701,3011,0,30153,450,7704,-10418,35601,-2064,64573,-26908,46712,57088,-10345
2020:Q2,86,51,57115,-1548,-1481,-1577,-2437,-4021,-6070,-37640,12551,0,27138,-985,-51002,-10698,130864,1511,64575,64778,57081,56997,118
2020:Q3,87,52,54800,1332,-312,1056,-1262,35004,5,30354,13141,0,-8496,289,67360,-4963,-43704,3279,66230,-113213,54765,56904,-2104
2020:Q4,88,53,56829,6941,1,-6990,5055,48007,-1705,42319,-2331,0,9724,-635,-52851,22968,34333,2343,66230,-34240,56794,56810,19
2021:Q1,160,573,53319,-3702,-32,1496,10437,44800,6585,11177,3271,0,23767,367,-55512,-33609,89074,2226,65888,20960,53732,59425,-6106
2021:Q2,163,590,55095,743,81,-2425,5337,58633,2453,45360,-3919,0,14739,-320,-35205,-23720,51971,4682,65877,-18588,55522,60580,-5485
2021:Q3,168,598,55502,6227,-391,7551,-8922,-2903,1479,-2084,6979,0,-9277,-306,-4468,-1716,60430,2426,58225,-221,55932,61746,-6244
2021:Q4,173,612,60513,-3526,482,-3922,12847,50461,1220,24560,3223,0,21458,-26,-16621,-103306,124124,5033,58220,60871,60952,62905,-2392
2022:Q1,302,642,70736,-504,-2222,-1790,-7347,35647,3024,-6401,5854,0,33170,-46,-28878,3739,72137,4280,58303,9554,71076,67528,3208
2022:Q2,311,660,66970,-226,1676,-3950,676,7979,497,3063,-5664,0,10083,396,-65012,6342,119089,2140,58297,58652,67319,70029,-3059
2022:Q3,320,680,72154,-1636,-1750,800,13368,4452,-9319,-10751,-8491,0,33013,710,7917,-1591,49884,2312,58289,-10717,72515,72528,-374
2022:Q4,325,690,74566,683,6385,1054,14378,-15363,-3369,-13541,-5137,0,6684,-1285,43440,-43708,68982,3171,58289,7522,74931,75034,-468
2023:Q1,333,715,78332,-1856,-3686,-777,5910,29923,61,29283,-9387,0,9966,135,-67209,56215,59677,2993,58282,-1598,78714,75017,3315
2023:Q2,336,724,78756,4888,-2742,-5166,-36634,-5876,597,2835,15381,0,-24689,-897,44616,-23630,104197,1523,58282,44392,79144,75011,3745
2023:Q3,340,732,75788,518,2812,2528,37098,5816,1581,30001,-15059,0,-10707,-228,9246,-7443,25441,1761,58281,-34601,76180,75007,781
2023:Q4,345,748,76568,-5139,-487,-937,5528,22371,-1475,18745,4899,0,202,-651,-24925,-6571,87379,2046,58273,27060,76972,74995,1573
2024:Q1,349,756,77873,-397,-1025,-1323,2975,18053,191,20210,-1041,0,-1307,-410,-25810,2054,83756,2932,58268,22556,78280,74992,2881
